person1,person2,Type,evidence
01ddc43d-208b-4046-b3cc-d27bea2d9e68, e13fc4a9-c1ec-42fe-aa78-8e6b9ccf4712, neighbors, HCM 16
01ddc43d-208b-4046-b3cc-d27bea2d9e68, 8c0dfa25-95d2-414e-880e-aa156d330a10, neighbors, HCM 16
e13fc4a9-c1ec-42fe-aa78-8e6b9ccf4712, 8c0dfa25-95d2-414e-880e-aa156d330a10, neighbors, HCM 16
1416de7f-21c4-40f0-9044-f3290ead123a, e13fc4a9-c1ec-42fe-aa78-8e6b9ccf4712, neighbors, HCM 16
1416de7f-21c4-40f0-9044-f3290ead123a, 8c0dfa25-95d2-414e-880e-aa156d330a10, neighbors, HCM 16
e13fc4a9-c1ec-42fe-aa78-8e6b9ccf4712, 8c0dfa25-95d2-414e-880e-aa156d330a10, neighbors, HCM 16
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, 91e93f81-6053-43a3-bf49-ea605cdc7f2b, neighbors, HCM 11
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, 0934414c-edea-4554-bf76-dc141f3d2e5c, neighbors, HCM 11
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, 91e93f81-6053-43a3-bf49-ea605cdc7f2b, neighbors, HCM 11
0934414c-edea-4554-bf76-dc141f3d2e5c, 91e93f81-6053-43a3-bf49-ea605cdc7f2b, neighbors, HCM 11
01ddc43d-208b-4046-b3cc-d27bea2d9e68, e13fc4a9-c1ec-42fe-aa78-8e6b9ccf4712, neighbors, HCM 15
01ddc43d-208b-4046-b3cc-d27bea2d9e68, 8c0dfa25-95d2-414e-880e-aa156d330a10, neighbors, HCM 15
e13fc4a9-c1ec-42fe-aa78-8e6b9ccf4712, 8c0dfa25-95d2-414e-880e-aa156d330a10, neighbors, HCM 15
1416de7f-21c4-40f0-9044-f3290ead123a, e13fc4a9-c1ec-42fe-aa78-8e6b9ccf4712, neighbors, HCM 15
1416de7f-21c4-40f0-9044-f3290ead123a, 8c0dfa25-95d2-414e-880e-aa156d330a10, neighbors, HCM 15
e13fc4a9-c1ec-42fe-aa78-8e6b9ccf4712, 8c0dfa25-95d2-414e-880e-aa156d330a10, neighbors, HCM 15
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, 1ff1abc6-e1a7-43f7-9391-15e8c95f8388, neighbors, HCM 8
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, dd24aba4-75da-4729-b2f9-961f30b4f0d6, neighbors, HCM 8
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, 5b007002-5e4e-4ea3-b7f3-e0e5e1d45653, neighbors, HCM 8
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, dd24aba4-75da-4729-b2f9-961f30b4f0d6, neighbors, HCM 8
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, 5b007002-5e4e-4ea3-b7f3-e0e5e1d45653, neighbors, HCM 8
dd24aba4-75da-4729-b2f9-961f30b4f0d6, 5b007002-5e4e-4ea3-b7f3-e0e5e1d45653, neighbors, HCM 8
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, 0934414c-edea-4554-bf76-dc141f3d2e5c, neighbors, HCM 8
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, 1ff1abc6-e1a7-43f7-9391-15e8c95f8388, neighbors, HCM 8
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, dd24aba4-75da-4729-b2f9-961f30b4f0d6, neighbors, HCM 8
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, 5b007002-5e4e-4ea3-b7f3-e0e5e1d45653, neighbors, HCM 8
0934414c-edea-4554-bf76-dc141f3d2e5c, 1ff1abc6-e1a7-43f7-9391-15e8c95f8388, neighbors, HCM 8
0934414c-edea-4554-bf76-dc141f3d2e5c, dd24aba4-75da-4729-b2f9-961f30b4f0d6, neighbors, HCM 8
0934414c-edea-4554-bf76-dc141f3d2e5c, 5b007002-5e4e-4ea3-b7f3-e0e5e1d45653, neighbors, HCM 8
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, dd24aba4-75da-4729-b2f9-961f30b4f0d6, neighbors, HCM 8
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, 5b007002-5e4e-4ea3-b7f3-e0e5e1d45653, neighbors, HCM 8
dd24aba4-75da-4729-b2f9-961f30b4f0d6, 5b007002-5e4e-4ea3-b7f3-e0e5e1d45653, neighbors, HCM 8
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, efab5942-f964-4618-94dc-63088c5995ec, neighbors, HCM 9
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 9
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, dd2bb92f-be22-401d-9e03-cb83dd53615a, neighbors, HCM 9
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, 91e93f81-6053-43a3-bf49-ea605cdc7f2b, neighbors, HCM 9
efab5942-f964-4618-94dc-63088c5995ec, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 9
efab5942-f964-4618-94dc-63088c5995ec, dd2bb92f-be22-401d-9e03-cb83dd53615a, neighbors, HCM 9
efab5942-f964-4618-94dc-63088c5995ec, 91e93f81-6053-43a3-bf49-ea605cdc7f2b, neighbors, HCM 9
c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, dd2bb92f-be22-401d-9e03-cb83dd53615a, neighbors, HCM 9
c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, 91e93f81-6053-43a3-bf49-ea605cdc7f2b, neighbors, HCM 9
dd2bb92f-be22-401d-9e03-cb83dd53615a, 91e93f81-6053-43a3-bf49-ea605cdc7f2b, neighbors, HCM 9
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, 0934414c-edea-4554-bf76-dc141f3d2e5c, neighbors, HCM 9
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, efab5942-f964-4618-94dc-63088c5995ec, neighbors, HCM 9
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 9
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, dd2bb92f-be22-401d-9e03-cb83dd53615a, neighbors, HCM 9
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, 91e93f81-6053-43a3-bf49-ea605cdc7f2b, neighbors, HCM 9
0934414c-edea-4554-bf76-dc141f3d2e5c, efab5942-f964-4618-94dc-63088c5995ec, neighbors, HCM 9
0934414c-edea-4554-bf76-dc141f3d2e5c, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 9
0934414c-edea-4554-bf76-dc141f3d2e5c, dd2bb92f-be22-401d-9e03-cb83dd53615a, neighbors, HCM 9
0934414c-edea-4554-bf76-dc141f3d2e5c, 91e93f81-6053-43a3-bf49-ea605cdc7f2b, neighbors, HCM 9
efab5942-f964-4618-94dc-63088c5995ec, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 9
efab5942-f964-4618-94dc-63088c5995ec, dd2bb92f-be22-401d-9e03-cb83dd53615a, neighbors, HCM 9
efab5942-f964-4618-94dc-63088c5995ec, 91e93f81-6053-43a3-bf49-ea605cdc7f2b, neighbors, HCM 9
c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, dd2bb92f-be22-401d-9e03-cb83dd53615a, neighbors, HCM 9
c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, 91e93f81-6053-43a3-bf49-ea605cdc7f2b, neighbors, HCM 9
dd2bb92f-be22-401d-9e03-cb83dd53615a, 91e93f81-6053-43a3-bf49-ea605cdc7f2b, neighbors, HCM 9
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, ecbef2e8-0dc9-414f-8cae-dd9629492ff1, neighbors, HCM 7
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, 0934414c-edea-4554-bf76-dc141f3d2e5c, neighbors, HCM 7
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, 1ac89e46-0f28-4b06-966b-291346db5eb0, neighbors, HCM 7
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, 01ddc43d-208b-4046-b3cc-d27bea2d9e68, neighbors, HCM 7
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, 0934414c-edea-4554-bf76-dc141f3d2e5c, neighbors, HCM 7
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, 1ac89e46-0f28-4b06-966b-291346db5eb0, neighbors, HCM 7
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, 01ddc43d-208b-4046-b3cc-d27bea2d9e68, neighbors, HCM 7
0934414c-edea-4554-bf76-dc141f3d2e5c, 1ac89e46-0f28-4b06-966b-291346db5eb0, neighbors, HCM 7
0934414c-edea-4554-bf76-dc141f3d2e5c, 01ddc43d-208b-4046-b3cc-d27bea2d9e68, neighbors, HCM 7
1ac89e46-0f28-4b06-966b-291346db5eb0, 01ddc43d-208b-4046-b3cc-d27bea2d9e68, neighbors, HCM 7
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 5
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, efab5942-f964-4618-94dc-63088c5995ec, neighbors, HCM 5
c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, efab5942-f964-4618-94dc-63088c5995ec, neighbors, HCM 5
0934414c-edea-4554-bf76-dc141f3d2e5c, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 5
0934414c-edea-4554-bf76-dc141f3d2e5c, efab5942-f964-4618-94dc-63088c5995ec, neighbors, HCM 5
c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, efab5942-f964-4618-94dc-63088c5995ec, neighbors, HCM 5
54fbafc5-90d5-4deb-9790-b0b4f241b1ce, 1ff1abc6-e1a7-43f7-9391-15e8c95f8388, neighbors, HCM 3
54fbafc5-90d5-4deb-9790-b0b4f241b1ce, 03d098de-e410-455f-89b5-eece3bbeedfa, neighbors, HCM 3
54fbafc5-90d5-4deb-9790-b0b4f241b1ce, 07c8ef19-f64d-49b5-a866-f11cf059f1ae, neighbors, HCM 3
54fbafc5-90d5-4deb-9790-b0b4f241b1ce, e4da2937-dc23-4b2e-b432-4316fb4b3171, neighbors, HCM 3
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, 03d098de-e410-455f-89b5-eece3bbeedfa, neighbors, HCM 3
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, 07c8ef19-f64d-49b5-a866-f11cf059f1ae, neighbors, HCM 3
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, e4da2937-dc23-4b2e-b432-4316fb4b3171, neighbors, HCM 3
03d098de-e410-455f-89b5-eece3bbeedfa, 07c8ef19-f64d-49b5-a866-f11cf059f1ae, neighbors, HCM 3
03d098de-e410-455f-89b5-eece3bbeedfa, e4da2937-dc23-4b2e-b432-4316fb4b3171, neighbors, HCM 3
07c8ef19-f64d-49b5-a866-f11cf059f1ae, e4da2937-dc23-4b2e-b432-4316fb4b3171, neighbors, HCM 3
399c40d6-78f5-4da1-aada-657cb2b810a5, 1ff1abc6-e1a7-43f7-9391-15e8c95f8388, neighbors, HCM 3
399c40d6-78f5-4da1-aada-657cb2b810a5, 03d098de-e410-455f-89b5-eece3bbeedfa, neighbors, HCM 3
399c40d6-78f5-4da1-aada-657cb2b810a5, 07c8ef19-f64d-49b5-a866-f11cf059f1ae, neighbors, HCM 3
399c40d6-78f5-4da1-aada-657cb2b810a5, e4da2937-dc23-4b2e-b432-4316fb4b3171, neighbors, HCM 3
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, 03d098de-e410-455f-89b5-eece3bbeedfa, neighbors, HCM 3
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, 07c8ef19-f64d-49b5-a866-f11cf059f1ae, neighbors, HCM 3
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, e4da2937-dc23-4b2e-b432-4316fb4b3171, neighbors, HCM 3
03d098de-e410-455f-89b5-eece3bbeedfa, 07c8ef19-f64d-49b5-a866-f11cf059f1ae, neighbors, HCM 3
03d098de-e410-455f-89b5-eece3bbeedfa, e4da2937-dc23-4b2e-b432-4316fb4b3171, neighbors, HCM 3
07c8ef19-f64d-49b5-a866-f11cf059f1ae, e4da2937-dc23-4b2e-b432-4316fb4b3171, neighbors, HCM 3
bb50805b-81a0-4b6e-9041-b14824d888d0, 1ff1abc6-e1a7-43f7-9391-15e8c95f8388, neighbors, HCM 3
bb50805b-81a0-4b6e-9041-b14824d888d0, 03d098de-e410-455f-89b5-eece3bbeedfa, neighbors, HCM 3
bb50805b-81a0-4b6e-9041-b14824d888d0, 07c8ef19-f64d-49b5-a866-f11cf059f1ae, neighbors, HCM 3
bb50805b-81a0-4b6e-9041-b14824d888d0, e4da2937-dc23-4b2e-b432-4316fb4b3171, neighbors, HCM 3
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, 03d098de-e410-455f-89b5-eece3bbeedfa, neighbors, HCM 3
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, 07c8ef19-f64d-49b5-a866-f11cf059f1ae, neighbors, HCM 3
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, e4da2937-dc23-4b2e-b432-4316fb4b3171, neighbors, HCM 3
03d098de-e410-455f-89b5-eece3bbeedfa, 07c8ef19-f64d-49b5-a866-f11cf059f1ae, neighbors, HCM 3
03d098de-e410-455f-89b5-eece3bbeedfa, e4da2937-dc23-4b2e-b432-4316fb4b3171, neighbors, HCM 3
07c8ef19-f64d-49b5-a866-f11cf059f1ae, e4da2937-dc23-4b2e-b432-4316fb4b3171, neighbors, HCM 3
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 6
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, dd2bb92f-be22-401d-9e03-cb83dd53615a, neighbors, HCM 6
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, 07c8ef19-f64d-49b5-a866-f11cf059f1ae, neighbors, HCM 6
c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, dd2bb92f-be22-401d-9e03-cb83dd53615a, neighbors, HCM 6
c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, 07c8ef19-f64d-49b5-a866-f11cf059f1ae, neighbors, HCM 6
dd2bb92f-be22-401d-9e03-cb83dd53615a, 07c8ef19-f64d-49b5-a866-f11cf059f1ae, neighbors, HCM 6
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, 0934414c-edea-4554-bf76-dc141f3d2e5c, neighbors, HCM 6
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 6
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, dd2bb92f-be22-401d-9e03-cb83dd53615a, neighbors, HCM 6
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, 07c8ef19-f64d-49b5-a866-f11cf059f1ae, neighbors, HCM 6
0934414c-edea-4554-bf76-dc141f3d2e5c, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 6
0934414c-edea-4554-bf76-dc141f3d2e5c, dd2bb92f-be22-401d-9e03-cb83dd53615a, neighbors, HCM 6
0934414c-edea-4554-bf76-dc141f3d2e5c, 07c8ef19-f64d-49b5-a866-f11cf059f1ae, neighbors, HCM 6
c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, dd2bb92f-be22-401d-9e03-cb83dd53615a, neighbors, HCM 6
c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, 07c8ef19-f64d-49b5-a866-f11cf059f1ae, neighbors, HCM 6
dd2bb92f-be22-401d-9e03-cb83dd53615a, 07c8ef19-f64d-49b5-a866-f11cf059f1ae, neighbors, HCM 6
a6bd15db-2d3d-4cc5-a506-7a5f3266c887, b99ed950-241e-4023-b3a2-e54563711d2c, neighbors, HCM 10
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, 0934414c-edea-4554-bf76-dc141f3d2e5c, neighbors, HCM 10
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, b99ed950-241e-4023-b3a2-e54563711d2c, neighbors, HCM 10
0934414c-edea-4554-bf76-dc141f3d2e5c, b99ed950-241e-4023-b3a2-e54563711d2c, neighbors, HCM 10
8c0dfa25-95d2-414e-880e-aa156d330a10, 1416de7f-21c4-40f0-9044-f3290ead123a, neighbors, HCM 21
8c0dfa25-95d2-414e-880e-aa156d330a10, e13fc4a9-c1ec-42fe-aa78-8e6b9ccf4712, neighbors, HCM 21
8c0dfa25-95d2-414e-880e-aa156d330a10, 01ddc43d-208b-4046-b3cc-d27bea2d9e68, neighbors, HCM 21
1416de7f-21c4-40f0-9044-f3290ead123a, e13fc4a9-c1ec-42fe-aa78-8e6b9ccf4712, neighbors, HCM 21
1416de7f-21c4-40f0-9044-f3290ead123a, 01ddc43d-208b-4046-b3cc-d27bea2d9e68, neighbors, HCM 21
e13fc4a9-c1ec-42fe-aa78-8e6b9ccf4712, 01ddc43d-208b-4046-b3cc-d27bea2d9e68, neighbors, HCM 21
01ddc43d-208b-4046-b3cc-d27bea2d9e68, 1416de7f-21c4-40f0-9044-f3290ead123a, neighbors, HCM 31
01ddc43d-208b-4046-b3cc-d27bea2d9e68, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 31
01ddc43d-208b-4046-b3cc-d27bea2d9e68, e13fc4a9-c1ec-42fe-aa78-8e6b9ccf4712, neighbors, HCM 31
1416de7f-21c4-40f0-9044-f3290ead123a, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 31
1416de7f-21c4-40f0-9044-f3290ead123a, e13fc4a9-c1ec-42fe-aa78-8e6b9ccf4712, neighbors, HCM 31
c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, e13fc4a9-c1ec-42fe-aa78-8e6b9ccf4712, neighbors, HCM 31
399c40d6-78f5-4da1-aada-657cb2b810a5, 1ff1abc6-e1a7-43f7-9391-15e8c95f8388, neighbors, HCM 19
399c40d6-78f5-4da1-aada-657cb2b810a5, 03d098de-e410-455f-89b5-eece3bbeedfa, neighbors, HCM 19
399c40d6-78f5-4da1-aada-657cb2b810a5, e4da2937-dc23-4b2e-b432-4316fb4b3171, neighbors, HCM 19
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, 03d098de-e410-455f-89b5-eece3bbeedfa, neighbors, HCM 19
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, e4da2937-dc23-4b2e-b432-4316fb4b3171, neighbors, HCM 19
03d098de-e410-455f-89b5-eece3bbeedfa, e4da2937-dc23-4b2e-b432-4316fb4b3171, neighbors, HCM 19
8c0dfa25-95d2-414e-880e-aa156d330a10, 01ddc43d-208b-4046-b3cc-d27bea2d9e68, neighbors, HCM 20
8c0dfa25-95d2-414e-880e-aa156d330a10, 0934414c-edea-4554-bf76-dc141f3d2e5c, neighbors, HCM 20
8c0dfa25-95d2-414e-880e-aa156d330a10, ac8f7e0b-bb8b-4441-bf12-844685ca74e8, neighbors, HCM 20
8c0dfa25-95d2-414e-880e-aa156d330a10, 703f0b4b-498d-4119-bde1-92968f93ea49, neighbors, HCM 20
8c0dfa25-95d2-414e-880e-aa156d330a10, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 20
01ddc43d-208b-4046-b3cc-d27bea2d9e68, 0934414c-edea-4554-bf76-dc141f3d2e5c, neighbors, HCM 20
01ddc43d-208b-4046-b3cc-d27bea2d9e68, ac8f7e0b-bb8b-4441-bf12-844685ca74e8, neighbors, HCM 20
01ddc43d-208b-4046-b3cc-d27bea2d9e68, 703f0b4b-498d-4119-bde1-92968f93ea49, neighbors, HCM 20
01ddc43d-208b-4046-b3cc-d27bea2d9e68, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 20
0934414c-edea-4554-bf76-dc141f3d2e5c, ac8f7e0b-bb8b-4441-bf12-844685ca74e8, neighbors, HCM 20
0934414c-edea-4554-bf76-dc141f3d2e5c, 703f0b4b-498d-4119-bde1-92968f93ea49, neighbors, HCM 20
0934414c-edea-4554-bf76-dc141f3d2e5c, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 20
ac8f7e0b-bb8b-4441-bf12-844685ca74e8, 703f0b4b-498d-4119-bde1-92968f93ea49, neighbors, HCM 20
ac8f7e0b-bb8b-4441-bf12-844685ca74e8, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 20
703f0b4b-498d-4119-bde1-92968f93ea49, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 20
1416de7f-21c4-40f0-9044-f3290ead123a, 01ddc43d-208b-4046-b3cc-d27bea2d9e68, neighbors, HCM 20
1416de7f-21c4-40f0-9044-f3290ead123a, 0934414c-edea-4554-bf76-dc141f3d2e5c, neighbors, HCM 20
1416de7f-21c4-40f0-9044-f3290ead123a, ac8f7e0b-bb8b-4441-bf12-844685ca74e8, neighbors, HCM 20
1416de7f-21c4-40f0-9044-f3290ead123a, 703f0b4b-498d-4119-bde1-92968f93ea49, neighbors, HCM 20
1416de7f-21c4-40f0-9044-f3290ead123a, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 20
01ddc43d-208b-4046-b3cc-d27bea2d9e68, 0934414c-edea-4554-bf76-dc141f3d2e5c, neighbors, HCM 20
01ddc43d-208b-4046-b3cc-d27bea2d9e68, ac8f7e0b-bb8b-4441-bf12-844685ca74e8, neighbors, HCM 20
01ddc43d-208b-4046-b3cc-d27bea2d9e68, 703f0b4b-498d-4119-bde1-92968f93ea49, neighbors, HCM 20
01ddc43d-208b-4046-b3cc-d27bea2d9e68, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 20
0934414c-edea-4554-bf76-dc141f3d2e5c, ac8f7e0b-bb8b-4441-bf12-844685ca74e8, neighbors, HCM 20
0934414c-edea-4554-bf76-dc141f3d2e5c, 703f0b4b-498d-4119-bde1-92968f93ea49, neighbors, HCM 20
0934414c-edea-4554-bf76-dc141f3d2e5c, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 20
ac8f7e0b-bb8b-4441-bf12-844685ca74e8, 703f0b4b-498d-4119-bde1-92968f93ea49, neighbors, HCM 20
ac8f7e0b-bb8b-4441-bf12-844685ca74e8, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 20
703f0b4b-498d-4119-bde1-92968f93ea49, c5a27237-f2d1-40ec-976a-f21d8fbb4ff2, neighbors, HCM 20
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, ecbef2e8-0dc9-414f-8cae-dd9629492ff1, neighbors, HCM 22
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, 03d098de-e410-455f-89b5-eece3bbeedfa, neighbors, HCM 22
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, 9f198569-1a34-4d35-835d-0b7dea068a59, neighbors, HCM 22
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, fc9902ad-952a-4d20-9f5b-11ed1ce69a69, neighbors, HCM 22
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, d98f5021-982d-472f-8ecd-6f9a895b9022, neighbors, HCM 22
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, d734a120-4c80-4e2e-8a12-fa6aa46949ce, neighbors, HCM 22
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, 03d098de-e410-455f-89b5-eece3bbeedfa, neighbors, HCM 22
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, 9f198569-1a34-4d35-835d-0b7dea068a59, neighbors, HCM 22
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, fc9902ad-952a-4d20-9f5b-11ed1ce69a69, neighbors, HCM 22
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, d98f5021-982d-472f-8ecd-6f9a895b9022, neighbors, HCM 22
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, d734a120-4c80-4e2e-8a12-fa6aa46949ce, neighbors, HCM 22
03d098de-e410-455f-89b5-eece3bbeedfa, 9f198569-1a34-4d35-835d-0b7dea068a59, neighbors, HCM 22
03d098de-e410-455f-89b5-eece3bbeedfa, fc9902ad-952a-4d20-9f5b-11ed1ce69a69, neighbors, HCM 22
03d098de-e410-455f-89b5-eece3bbeedfa, d98f5021-982d-472f-8ecd-6f9a895b9022, neighbors, HCM 22
03d098de-e410-455f-89b5-eece3bbeedfa, d734a120-4c80-4e2e-8a12-fa6aa46949ce, neighbors, HCM 22
9f198569-1a34-4d35-835d-0b7dea068a59, fc9902ad-952a-4d20-9f5b-11ed1ce69a69, neighbors, HCM 22
9f198569-1a34-4d35-835d-0b7dea068a59, d98f5021-982d-472f-8ecd-6f9a895b9022, neighbors, HCM 22
9f198569-1a34-4d35-835d-0b7dea068a59, d734a120-4c80-4e2e-8a12-fa6aa46949ce, neighbors, HCM 22
fc9902ad-952a-4d20-9f5b-11ed1ce69a69, d98f5021-982d-472f-8ecd-6f9a895b9022, neighbors, HCM 22
fc9902ad-952a-4d20-9f5b-11ed1ce69a69, d734a120-4c80-4e2e-8a12-fa6aa46949ce, neighbors, HCM 22
d98f5021-982d-472f-8ecd-6f9a895b9022, d734a120-4c80-4e2e-8a12-fa6aa46949ce, neighbors, HCM 22
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, 4e6aba6d-09e3-4b74-b690-55cae71081bd, neighbors, HCM 22
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, ecbef2e8-0dc9-414f-8cae-dd9629492ff1, neighbors, HCM 22
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, 03d098de-e410-455f-89b5-eece3bbeedfa, neighbors, HCM 22
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, 9f198569-1a34-4d35-835d-0b7dea068a59, neighbors, HCM 22
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, fc9902ad-952a-4d20-9f5b-11ed1ce69a69, neighbors, HCM 22
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, d98f5021-982d-472f-8ecd-6f9a895b9022, neighbors, HCM 22
1ff1abc6-e1a7-43f7-9391-15e8c95f8388, d734a120-4c80-4e2e-8a12-fa6aa46949ce, neighbors, HCM 22
4e6aba6d-09e3-4b74-b690-55cae71081bd, ecbef2e8-0dc9-414f-8cae-dd9629492ff1, neighbors, HCM 22
4e6aba6d-09e3-4b74-b690-55cae71081bd, 03d098de-e410-455f-89b5-eece3bbeedfa, neighbors, HCM 22
4e6aba6d-09e3-4b74-b690-55cae71081bd, 9f198569-1a34-4d35-835d-0b7dea068a59, neighbors, HCM 22
4e6aba6d-09e3-4b74-b690-55cae71081bd, fc9902ad-952a-4d20-9f5b-11ed1ce69a69, neighbors, HCM 22
4e6aba6d-09e3-4b74-b690-55cae71081bd, d98f5021-982d-472f-8ecd-6f9a895b9022, neighbors, HCM 22
4e6aba6d-09e3-4b74-b690-55cae71081bd, d734a120-4c80-4e2e-8a12-fa6aa46949ce, neighbors, HCM 22
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, 03d098de-e410-455f-89b5-eece3bbeedfa, neighbors, HCM 22
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, 9f198569-1a34-4d35-835d-0b7dea068a59, neighbors, HCM 22
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, fc9902ad-952a-4d20-9f5b-11ed1ce69a69, neighbors, HCM 22
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, d98f5021-982d-472f-8ecd-6f9a895b9022, neighbors, HCM 22
ecbef2e8-0dc9-414f-8cae-dd9629492ff1, d734a120-4c80-4e2e-8a12-fa6aa46949ce, neighbors, HCM 22
