UUID	Document Number	Doc_Year	QUOTE_TRANSCRIPTION	Common Name	ANCHOR	TYPE	URI	VOCAB_LABEL	LAT	LNG	Place_Type	Person_Gender	TAGS	Person_Named by	Role	Person_Job	COMMENTS
0c3114b2-1de7-4479-8513-32049e74e794	HCM 1610	1305	Abbot and convent of St. Peter's, Gloucester	John Thoky	char-offset:87	PERSON							Collective|Office|Principal	Collective	Principal	Abbot of St Peter's Gloucester	
6951a11c-0bad-4dbc-a6d2-a97de68545a7	HCM 2593	1308	Abbot of Wygemore, collector of the fifteenth in the archdeaconry of Salop	Abbot of Wygemore, collector of the fifteenth in the archdeaconry of Salop	char-offset:87	PERSON							Office|Principal	Office	Principal		
3bfe3efe-c195-43a9-bb68-b8d2bba2fbc1	HCM 1485	circa 1314	a certain shop, formerly belonging to Richard le tailour de Lugwardin	a certain shop, formerly belonging to Richard le tailour de Lugwardin	char-offset:157	PLACE					Building		Building				
b3a79c8c-14ea-4afb-80d1-55abc4905d42	HCM 1736	1305	Acle	Acle	char-offset:145	PLACE	http://sws.geonames.org/2657704	Acle	52.63681	1.54757			Nominative		Nominative		
37232348-f0cb-4d1a-8fe0-02091a7ffadf	HCM 559	1315/6	Adam called le Turnur de Staunton	Adam called le Turnur de Staunton	char-offset:101	PERSON							Principal				
fc423dc1-e744-4ee6-a552-b0a55480382d	HCM 2665	1305	Adam de Barewe	Adam de Barewe	char-offset:71	PERSON							Principal			clerk of the dean and chapter of Hereford	
54be13cc-3609-40cf-94d1-708e1b9587ce	HCM 119	1308	Adam de Colewalle	Adam de Colewalle	char-offset:657	PERSON							Witness		Witness		
4ac3bcc2-7ea7-4d6e-99c4-ecb0584d7718	HCM 773	1311/2	Adam de Orletone	Adam de Orletone	char-offset:186	PERSON							Principal			clerks	
5b14b4e3-3ee9-4270-b51e-5880e1bbe56d	HCM 589	1311	Adam de Sned	Adam de Sned	char-offset:313	PERSON							Witness		Witness		
9228ba7f-94aa-480e-8484-a5f411ab66d7	HCM 186	1309/10	Adam de Wyghtfeld	Adam de Wyghtfeld	char-offset:207	PERSON							Principal				
b8cc2d4f-1ed9-4810-b029-369025fc24e3	HCM 1366	1317	Adam	Adam	char-offset:56	PERSON							Principal			bishop of Hereford	
278cd15e-4b26-4c70-8f80-9d75bb3302a6	HCM 1367	1317	Adam	Adam	char-offset:39	PERSON							Principal			bishop of Hereford	
520905a9-959f-4a8b-a8f1-4a6f5b13bec2	HCM 2879	1317	Adam Hwyty	Adam Hwyty	char-offset:494	PERSON							Witness		Witness		
3215f92c-74c4-4101-b8e2-80c945e2ac5e	HCM 755	1317	Adam Whyty	Adam Hwyty	char-offset:1402	PERSON							Witness		Witness		
747de073-e699-430e-8eb9-2af934c7db1e	HCM 1311	1314	Adam Knoyl	Adam Knoyl	char-offset:429	PERSON											
cb8b8087-697c-40f6-af2d-9270ecd121f0	HCM 174	1312	Adam le Porter, bailiff of the fee	Adam le Porter, bailiff of the fee	char-offset:407	PERSON							Witness		Witness		
be191779-269e-4c11-ac8f-b8e7fa5c54a2	HCM 2995	circa 1317	Adam Murymouth	Adam Murimouth	char-offset:266	PERSON							Principal				
cd83e661-3875-4b5b-9b39-46656f874c47	HCM 1368	1317	Adam	Adam Orleton	char-offset:38	PERSON							Principal				Adam Orleton
42081e91-5773-4418-999c-3895a99be543	HCM 1443	1306	the proctor	Adam Orleton	char-offset:1503	PERSON							Office	Office			Adam Orleton
6b04540f-8f36-4bdd-9c29-55814fadc832	HCM 2874	1312	Adam Scheld	Adam Scheld	char-offset:74	PERSON							Principal				
d7bdbb4e-c36c-4698-a286-7b12981a80b8	HCM 2226	1308	Adam son  of Williem of the same	Adam son of William de Dunre	char-offset:235	PERSON							Principal				that is, Adam (de Dunre) son of William de Dunre
eeb6d0d4-cacc-41c6-8e22-07d484d9a394	HCM 564	1315/6	Agnes	Agnes, wife of William son of John de la More	char-offset:122	PERSON						Woman	Principal				Wife of William son of John de la More
42f21db6-93cc-4143-a07e-4d1c9c0b5bfa	HCM 1703	1317	Alan Plotemo	Alan Plotemo	char-offset:948	PERSON							Witness		Witness		
b4b6b962-39f2-44af-b617-eea1cc36320e	HCM 623	1309	Albriton	Albriton	char-offset:618	PLACE	http://sws.geonames.org/2657571	Albrighton	52.6364	-2.27966			Nominative		Nominative	Commissioner	
d307a223-fd8e-4a98-9562-313f079c8da7	HCM 1438	1309	Alfredus	Alfredus	char-offset:98	PERSON							Executor|Principal		Principal	executors of the will of magister Philipp Talebot	
de815775-5a0f-4ddd-8408-4273bbd72fa1	HCM 1247	1315	Alice	Alice de la Halle	char-offset:167	PERSON							Principal				Alice = Alice de la Halle
9b917993-c56d-46cb-91f0-0491f743e42a	HCM 1657	1310/11	Alice	Alice	char-offset:108	PERSON							Executor|Principal		Principal		
13d68220-cbd3-4aeb-9129-1af4242586cf	HCM 1736	1305	Alice	Alice	char-offset:105	PERSON							Principal				
48685ce8-47e9-4ba7-a183-e0eee50b22eb	HCM 196	1316	Alice	Alice	char-offset:67	PERSON							Principal				
5821800b-324d-4cbd-91a7-bbfea609ab11	HCM 1417	1305	Almalia	Almalia	char-offset:98	PLACE							Nominative		Nominative		
79f79f35-3d7d-4a65-a8b3-a857c2388cf4	HCM 1751	1305	Alyna	Alyna, wife of Richard Berde de Ledbury	char-offset:140	PERSON						Woman	Principal				wife of Richard Berde de Ledbury
cffafd47-89ff-49fd-b0af-c6698fd1f3c1	HCM 2872	1310/11	Annaghdown (Enachdunensis)	Annaghdown (Enachdunensis)	char-offset:136	PLACE							Nominative		Nominative		
9e9f95a6-dfb1-4dac-90dd-ec27ee65fef1	HCM 2246	1312	Anselm	Anselm	char-offset:411	PERSON							Dead			dean of Hereford	
62a300f8-6283-4b82-8c95-55ab5760ae64	HCM 186	1309/10	Aqua Blanca	Aqua Blanca	char-offset:113	PLACE							Nominative		Nominative		
eabc256a-f785-4a1c-83c6-ed2bde0d5692	HCM 2072	1317	Aqua blanca	Aqua Blanca	char-offset:50	PLACE							Nominative		Nominative		
99431a61-0ae5-4fd8-8849-0464e3883e9e	HCM 2463	1309/10	Aqua Blanca	Aqua Blanca	char-offset:91	PLACE							Nominative		Nominative		
767fddc1-9d71-4ade-b550-decd643aefc6	HCM 2870	1306	Aqua Blanca,	Aqua Blanca	char-offset:156	PLACE							Nominative		Nominative		
04fbb914-53d2-4d4b-8b58-601a50223aa2	HCM 2871	1306/7	Aqua Blanca	Aqua Blanca	char-offset:671	PLACE							Nominative		Nominative		
c8a1d87f-bcc4-4621-a7a9-57a7c3ad64eb	HCM 758	1314	Aqua Blank'	Aqua Blanca	char-offset:256	PLACE							Nominative		Nominative		
be1074d0-632b-414a-a292-2c3d63c89813	HCM 1439	1308	Aran	Aran	char-offset:68	PLACE	http://geo-kima.org/place/14007	Arán (Spain)					Nominative		Nominative		
2f72d7e4-a5bb-47df-a6f9-02675afde520	HCM 1441	1305	Aran	Aran	char-offset:153	PLACE	http://geo-kima.org/place/14007	Arán (Spain)					Nominative		Nominative		
0f7e17d3-ac33-4ef8-8d0f-876a7e364c81	HCM 1442	1306	Aran	Aran	char-offset:87	PLACE	http://geo-kima.org/place/14007	Arán (Spain)					Nominative		Nominative		
7cfb5148-e2a7-45fd-b3bb-022f080c541f	HCM 1417	1305	archbishop of Canterbury	Robert Winchelsey	char-offset:212	PERSON							Office	Office			
341a07f3-b8d3-4f93-8367-e0a32b9850e8	HCM 1441	1305	archbishop of York	William Greenfield	char-offset:485	PERSON							Office	Office			
101abfcf-06f9-4b5b-a4f5-456d26a6db67	HCM 1442	1306	archdeacon of Aran in the church of Comminges, papal chaplain and envoy in England	William de Testa	char-offset:73	PERSON							Office	Office			
9334ec67-79f2-4e8b-a58a-807962654e3e	HCM 1441	1305	archdeacon of Aran in the church of Comminges, papal chaplain	William de Testa	char-offset:139	PERSON							Office	Office			
05eb01b9-3755-4ab1-8005-e99b6b7e4328	HCM 1439	1308	archdeacon of Aran in the church of Comminges	William de Testa	char-offset:54	PERSON							Office	Office			
e6b24a3d-39e0-4ad2-bf38-68463c126eb0	HCM 1417	1305	archdeacon of Hereford	Henry de Schorn	char-offset:385	PERSON							Office	Office			
4f5b3e06-8d6d-44f4-b046-761224af3261	HCM 1504	1309/10	Arleye	Arleye Kings	char-offset:587	PLACE							Given at		Given at		Areley Kings, Worcestershire? (sp?)
7de0b91e-6aef-4b6c-b253-59660bcc52ff	HCM 2874	1312	Arnald le Clover	Arnald le Clover	char-offset:474	PERSON							Witness		Witness	citizens	
27bba6dc-0e3b-44ea-86f1-5e193190288a	HCM 1485	circa 1314	Aschtun	Aschtun	char-offset:383	PLACE							Nominative		Nominative		
0f44ded1-ed5a-4939-ab07-76b317ec7463	HCM 2145	1309	a son of Stephen de Buterleye, lord of Buterleye	a son of Stephen de Buterleye, lord of Buterleye	char-offset:487	PERSON							Office	Office			
d65a35d1-ea53-4c04-8a42-661106add023	HCM 1780	1311	Avene	Avene	char-offset:824	PLACE							Nominative		Nominative		
8311f1a8-be9b-41b9-b081-2b3173d52acc	HCM 1443	1306	Avignon	Avignon	char-offset:2421	PLACE	http://geo-kima.org/place/19779	Avignon (Papal city)					Given at		Given at		
bc11fac9-0af8-475f-a112-be61819d6b7c	HCM 2995	circa 1317	Avignon	Avignon	char-offset:1315	PLACE	http://pleiades.stoa.org/places/148004	Avennio|Avennio, Avignon|Avignon	43.95159	4.80769			Given at		Given at		
6d4fb41d-e4f5-4272-b7bf-dc5d51a65931	HCM 1485	circa 1314	Aylineston	Aylineston	char-offset:82	PLACE							Nominative		Nominative		
0e89a443-89b5-4af6-a7d1-c80af30b5716	HCM 2586	1306/7	Aylyneston’	Aylineston	char-offset:196	PLACE							Nominative		Nominative		
364b499d-c521-4284-9b41-7400037cde7a	HCM 412	1314	Aylineston	Aylineston	char-offset:113	PLACE							Nominative		Nominative		
a9e73e99-e627-4762-bdf4-24a363cc2d3d	HCM 1658	1315/6	Aymer de Valence	Aymer de Valence	char-offset:32	PERSON							Principal				
37cc8822-73c5-42f3-94d9-9de8088a5d59	HCM 1368	1317	Badelesmere	Badelesmere	char-offset:173	PLACE							Nominative		Nominative		
fee79ba0-53b5-4d62-be9d-1614f332ad4e	HCM 678	1314	Badesshawe	Badesshawe	char-offset:503	PLACE							Nominative		Nominative		
8aff2a55-7a36-47a3-9070-f0c34eaeb29f	HCM 119	1308	bailiff	Richard Maniword	char-offset:532	PERSON							Office	Office			
970fba98-b71d-4995-90ff-4cdd90da9a46	HCM 153	1317	bailiff of the bishop of Hereford	bailiff of the bishop of Hereford	char-offset:279	PERSON							Office	Office			
f41ae198-e61c-4178-bcda-9d4ab8094b41	HCM 2580	1305	bailiff of the dean and chapter of the church of Hereford	bailiff of the dean 	char-offset:89	PERSON							Office	Office		bailiff of the dean and chapter of the church of Hereford	
155c3496-305a-4e77-bcf4-7164674f2e01	HCM 63	1316	bailiff of the dean and chapter of Hereford	bailiff of the dean 	char-offset:638	PERSON							Office	Office			
a7b895e2-ec41-492e-afa0-6c7c3447509a	HCM 119	1308	baker	John de Ledeburi	char-offset:614	PERSON							Office	Office			
31eef0c8-81e9-4952-af45-b409752af145	HCM 589	1311	Banwelle	Banwelle	char-offset:357	PLACE							Nominative		Nominative		
825e8c1e-c03b-4db7-975e-e55e9a7e3aba	HCM 1439	1308	Barewe	Barewe	char-offset:219	PLACE							Nominative		Nominative		
2560c986-522a-4026-a3d9-4ab8fb42bea9	HCM 1851	1308	Barewe	Barewe	char-offset:363	PLACE							Nominative		Nominative	proctors	
cc487443-7b88-48fe-b137-1003335aaea9	HCM 218	1311	Barewe	Barewe	char-offset:467	PLACE							Nominative		Nominative		
dfa58455-7a59-4dbd-8e88-acf7c6041588	HCM 2665	1305	Barewe	Barewe	char-offset:79	PLACE							Nominative		Nominative		
7b446d5f-5643-4697-a423-0f9d3a7c086b	HCM 1368	1317	Bartholomew de Badelesmere	Bartholomew de Badelesmere	char-offset:158	PERSON							Principal				
85e4a5ca-182d-4d7f-9734-1f277729e6a1	HCM 2464	1317	Barwe	Barewe	char-offset:502	PLACE							Nominative		Nominative		
96aacf30-b01a-4d0a-b170-1035c3b7a9f7	HCM 2667	1305	Barwe	Barewe	char-offset:193	PLACE							Nominative		Nominative		
8f674b12-6e16-4096-acab-9b6d0a692168	HCM 2673	1308	Barwe	Barewe	char-offset:123	PLACE							Nominative		Nominative		
320f1569-f1fb-412f-b88c-9d647a538741	HCM 2874	1312	Barwe	Barewe	char-offset:501	PLACE							Nominative		Nominative		
f53ba778-75b1-4f80-a66c-0615e03743f0	HCM 593	1307/8	Baysham	Baysham	char-offset:653	PLACE							Nominative		Nominative		
26f2cd2f-7306-47e0-9700-635e35aeaba0	HCM 290	1312/3	Beatrice	Beatrice	char-offset:186	PERSON							Principal				
b60eff31-fed5-4afa-84d2-4cf303330cab	HCM 1736	1305	Bekynham	Bekynham	char-offset:285	PLACE	http://sws.geonames.org/2656065	Beckenham	51.40878	-0.02526			Nominative		Nominative		
7e4672dd-b81a-4089-a3f8-d0a093b7dbfc	HCM 2871	1306/7	Belves	Belves	char-offset:558	PLACE							Nominative		Nominative		in Latin, Beluacen
c796dd03-f470-4414-9335-c5291f389df6	HCM 1736	1305	Bereford	Bereford	char-offset:265	PLACE	http://sws.geonames.org/2647074	Hereford	52.05684	-2.71482			Nominative		Nominative		??
95e96038-fb39-4b36-aad1-a43f214f45ac	HCM 181	1310	Bere	Bere	char-offset:365	PLACE	http://pleiades.stoa.org/places/50615	Bere					Nominative		Nominative		
7e875eda-8df1-45da-96f4-62387fe5c4df	HCM 1443	1306	Bergamo	Bergamo	char-offset:1869	PLACE	http://geo-kima.org/place/7700	Bergamo (Italy)					Nominative		Nominative		
5f04e685-2e1b-4cf0-b128-c8f1709dfde0	HCM 758	1314	Berkeley	Berkeley	char-offset:369	PLACE	http://sws.geonames.org/2655861	Berkeley	51.69111	-2.45917			Nominative		Nominative		
225aa47f-3d14-4b00-9c4f-bee20c898e00	HCM 3155	1314	Bermundeseye	Bermundeseye	char-offset:826	PLACE							Given at		Given at		
0dc83afd-63ef-4e39-b861-ce21ca682376	HCM 153	1317	Bertonestrete	Bertonestrete	char-offset:217	PLACE					Street		Street				
7043ba01-5a50-4186-a3ab-1afd645dfd0a	HCM 174	1312	Brutone strete	Bertonestrete	char-offset:159	PLACE					Street		Street				
30cc4dd5-50e9-4778-8782-34f6beef7eed	HCM 186	1309/10	Bruttonestrete	Bertonestrete	char-offset:296	PLACE					Street		Street				
4be1763a-53ae-43bd-af11-ca620275f6ae	HCM 207	1312	Bewnal	Bewnal	char-offset:434	PLACE					Street		Street				
03173be6-28a8-4210-9d82-d3f6aad2b4bd	HCM 1023	1317	bishop of Hereford	Richard Swinfield	char-offset:217	PERSON							Office	Office			
0a24f226-45cd-48f1-a4ff-20d274ec0d6c	HCM 1024	1317	bishop of Hereford	Richard Swinfield	char-offset:189	PERSON							Office	Office			
a8130161-89c3-43b1-b749-f3816256e867	HCM 1025	1317	bishop of Hereford	Richard Swinfield	char-offset:186	PERSON							Office	Office			
19ace0be-eeb2-44c2-9491-f3b994873bc0	HCM 1035	1317	bishop of Hereford	Richard Swinfield	char-offset:164	PERSON							Office	Office			
ad201310-a70c-43c5-ae6f-3ce008a716bf	HCM 1049	1314	bishop of Hereford	Richard Swinfield	char-offset:128	PERSON							Office	Office			
231e6af1-53d4-4d23-aadb-8ca02812e7bb	HCM 1059	1309/10	bishop of Hereford	Richard Swinfield	char-offset:73	PERSON							Office	Office			
476191d8-37ed-4d18-adad-4adc2f9f17f5	HCM 1366	1317	bishop of Hereford	Richard Swinfield	char-offset:62	PERSON							Office	Office			
b4e47a56-e9d1-4b37-ba44-cfd74d974b74	HCM 1367	1317	bishop of Hereford	Richard Swinfield	char-offset:45	PERSON							Office	Office			
4ddbca8e-e127-4193-a7e5-539cde1947c3	HCM 1438	1309	bishop of Hereford	bishop of Hereford	char-offset:570	PLACE							Given at		Given at		
edeb3e2a-3372-46b1-b7c2-0f310f5cbec5	HCM 1439	1308	bishop of Hereford	Richard Swinfield	char-offset:327	PERSON							Office	Office			
cb015c64-2e6e-4945-9a74-a059da3cb6c3	HCM 1441	1305	bishop of Hereford	Richard Swinfield	char-offset:390	PERSON							Office	Office			
2560a9cc-b718-436f-80be-d85df35bfd8e	HCM 1442	1306	bishop of Hereford	Richard Swinfield	char-offset:252	PERSON							Office	Office			
3078ca36-5c4d-4994-b4f7-aea614689937	HCM 1441	1305	bishop of Worcester	William Gainsborough	char-offset:509	PERSON							Office	Office			
01292175-afc2-4199-a6c6-a0741b55b64c	HCM 2597	1310	Bishops of Lincoln and London	John Dalderby	char-offset:32	PERSON							Collective|Principal	Collective	Principal	Bishop of Lincoln	
01292175-afc2-4199-a6c6-a0741b55b64c	HCM 2597	1310	Bishops of Lincoln and London	Ralph Baldock	char-offset:32	PERSON							Collective|Principal	Collective	Principal		
6d9de948-3080-4645-8d73-0f52991cddcd	HCM 2598	1311/2	Bishops of Lincoln and London	John Dalderby	char-offset:29	PERSON							Collective|Principal	Collective	Principal	Bishop of Lincoln	
6d9de948-3080-4645-8d73-0f52991cddcd	HCM 2598	1311/2	Bishops of Lincoln and London	Ralph Baldock	char-offset:29	PERSON							Collective|Principal	Collective	Principal	Bishop of London	
2aeda3a2-7035-4670-85b4-d7466de2e9da	HCM 2599	1312	Bishops of Lincoln and London	John Dalderby	char-offset:41	PERSON							Collective|Principal	Collective	Principal	Bishop of Lincoln	
2aeda3a2-7035-4670-85b4-d7466de2e9da	HCM 2599	1312	Bishops of Lincoln and London	Ralph Baldock	char-offset:41	PERSON							Collective|Principal	Collective	Principal	Bishop of London	
2974ef60-3f72-416b-b7bd-c5dc1e2e04d1	HCM 2600	1313	Bishops of London and Lincoln	John Dalderby	char-offset:41	PERSON							Collective|Principal	Collective	Principal	Bishop of Lincoln	
2974ef60-3f72-416b-b7bd-c5dc1e2e04d1	HCM 2600	1313	Bishops of London and Lincoln	Ralph Baldock	char-offset:41	PERSON							Collective|Principal	Collective	Principal	Bishop of London	
a3baaae7-1c05-4dd2-8202-684ef0f1df40	HCM 2717	1306/7	Bishops of Lincoln and London	John Dalderby	char-offset:32	PERSON							Collective|Principal	Collective	Principal	Bishop of Lincoln	
a3baaae7-1c05-4dd2-8202-684ef0f1df40	HCM 2717	1306/7	Bishops of Lincoln and London	Ralph Baldock	char-offset:32	PERSON							Collective|Principal	Collective	Principal	Bishop of London	
35e8dc56-8a99-48a2-805c-86c88a31cb92	HCM 2721	1309	Bishops of Lincoln and London	John Dalderby	char-offset:30	PERSON							Collective|Principal	Collective	Principal	Bishop of Lincoln	
35e8dc56-8a99-48a2-805c-86c88a31cb92	HCM 2721	1309	Bishops of Lincoln and London	Ralph Baldock	char-offset:30	PERSON							Collective|Principal	Collective	Principal	Bishop of London	
aea3d2a1-0f89-424c-8805-2641fa7c6f0f	HCM 2722	1310/11	Bishops of Lincoln and London	John Dalderby	char-offset:33	PERSON							Collective|Principal	Collective	Principal	Bishop of Lincoln	
aea3d2a1-0f89-424c-8805-2641fa7c6f0f	HCM 2722	1310/11	Bishops of Lincoln and London	Ralph Baldock	char-offset:33	PERSON							Collective|Principal	Collective	Principal	Bishop of London	
8746d41d-6193-40cc-aee1-3903795eb985	HCM 2723	1315	Bishops of Lincoln and London	John Dalderby	char-offset:30	PERSON							Collective|Principal	Collective	Principal	Bishop of Lincoln	
8746d41d-6193-40cc-aee1-3903795eb985	HCM 2723	1315	Bishops of Lincoln and London	Ralph Baldock	char-offset:30	PERSON							Collective|Principal	Collective	Principal	Bishop of London	
c8ab13b2-7373-44f8-b229-a7eb9f5c2fea	HCM 1441	1305	bishops of Mende and London	Guillaume Durand the Younger	char-offset:853	PERSON							Collective|Office	Collective	Principal	Bishop of Mende	
c8ab13b2-7373-44f8-b229-a7eb9f5c2fea	HCM 1441	1305	bishops of Mende and London	Ralph Baldock	char-offset:853	PERSON							Collective|Office	Collective	Principal	Bishop of London	
bd62750d-29bb-454a-8e15-1c93a6666769	HCM 1441	1305	bishops of Mende and London	Guillaume Durand the Younger	char-offset:94	PERSON							Collective|Office|Principal	Collective	Principal	Bishop of Mende	
bd62750d-29bb-454a-8e15-1c93a6666769	HCM 1441	1305	bishops of Mende and London	Ralph Baldock	char-offset:94	PERSON							Collective|Office|Principal	Collective	Principal	Bishop of London	
f2cf29ee-1241-4351-b60d-af23dcc5e500	HCM 1442	1306	bishops of Mende and London	Guillaume Durand the Younger	char-offset:31	PERSON							Collective|Office|Principal	Collective	Principal	Bishop of Mende	
f2cf29ee-1241-4351-b60d-af23dcc5e500	HCM 1442	1306	bishops of Mende and London	Ralph Baldock	char-offset:31	PERSON							Collective|Office|Principal	Collective	Principal	Bishop of London	
434b78d6-5594-498d-b4ed-8708344530cf	HCM 589	1311	Bleegh(?)	Bleegh(?)	char-offset:338	PLACE							Nominative		Nominative		
50f436c8-6fb9-4e5f-88cc-693401a39f44	HCM 2595	1309/10	Bliburg	Bliburg	char-offset:121	PLACE							Nominative		Nominative		
bbbf8613-f302-4591-b24a-75eb5e6bc918	HCM 623	1309	Blitheslowe	Blitheslowe	char-offset:435	PLACE							Nominative		Nominative		
380436f8-5733-417a-862a-353c5d6b703a	HCM 1281	1306	Bole	Bole	char-offset:455	PLACE	http://sws.geonames.org/9085351	Jianxincun	25.83892	104.11952			Nominative		Nominative		
361494e5-1923-4aba-b7a7-5d11af196cc7	HCM 3001	1317/8	Boleye	Boleye	char-offset:174	PLACE							Nominative		Nominative		
1134ae38-c44d-4e80-a06b-ff47d76135ad	HCM 3001	1317/8	Bolyngehope	Bolyngehope	char-offset:2007	PLACE							Nominative		Nominative		
0d86c394-9e05-486e-a718-7316bc79a1df	HCM 1441	1305	Bordeaux	Bordeaux	char-offset:1131	PLACE	http://geo-kima.org/place/7196	Bordeaux (Aquitaine, France)					Given at		Given at		
68d24f82-6f6b-41b5-b41f-f2e82605f92f	HCM 1005	1317	Bos	Bosebury	char-offset:446	PLACE							Given at		Given at		Bosbury (a favorite manor of the Bishop of Hereford)
7b17473a-8cd8-4666-b8a0-81cef53dda00	HCM 1049	1314	Bosebur	Bosebury	char-offset:440	PLACE							Given at		Given at		
294fe979-f223-48d0-ab5a-726a05f49599	HCM 1063	1313	Bosebur	Bosebury	char-offset:446	PLACE							Given at		Given at		
47c20d32-4a2a-4709-91ca-85e4fecd61f3	HCM 1507 C	1316	Bosebury	Bosebury	char-offset:301	PLACE							Given at		Given at		
dbcc1116-cc7b-4239-ba3a-dd8b1dd40bef	HCM 2151	1309	Bosebur	Bosebury	char-offset:302	PLACE							Given at		Given at		Bosbury, manor of the Bishop of Hereford
7c0c17d6-8238-4d56-9bfd-174519c0a210	HCM 2257	1306	Bosebur	Bosebury	char-offset:394	PLACE							Given at		Given at		Bosbury, a manor of the bishop of Hereford
0dfbe57d-edb5-4465-adab-6bdaaacf6e88	HCM 2878	1316	Bosebur	Bosebury	char-offset:240	PLACE							Given at		Given at		
cc7d4582-9ab6-4822-a8df-79b770ac4947	HCM 1931	1315	Bosebur	Bosebury	char-offset:521	PLACE							Given at		Given at		Bosbury
f65ac223-4583-4e5c-871d-4a714c839648	HCM 1975	1311	Bosebur	Bosebury	char-offset:744	PLACE							Given at		Given at		Bosbury, a manor of the Bishop of Hereford
c5f38547-d3ab-4bdc-bf49-aa22f6f29830	HCM 670	1311	Boyfelde	Boyfelde	char-offset:583	PLACE							Nominative		Nominative		
4c9caf70-18cc-4418-9245-4978393913e1	HCM 608	1307	Braumford'	Braumford'	char-offset:290	PLACE							Nominative		Nominative		
209a4bf9-46e1-46de-a856-fa339307d142	HCM 609	1307/8	Braumford'	Braumford'	char-offset:523	PLACE							Nominative		Nominative		
2ada487d-900b-42b7-8954-5574c2a7d231	HCM 2873	1311	Braunfort	Braunfort	char-offset:684	PLACE							Nominative		Nominative		
fe8c7758-3300-492e-9042-1828626ff952	HCM 1929	1313	Breghenok	Breghenok	char-offset:211	PLACE							Nominative		Nominative		
f64fa739-5cf3-49af-8daa-df802d64eeb5	HCM 2096	1315	Brehousa	Brehousa	char-offset:123	PLACE							Nominative		Nominative		
912ef5c6-07cd-470b-8ff9-e316b254651d	HCM 1311	1314	Brember	Brember	char-offset:81	PLACE							Nominative		Nominative		
436904d5-a858-497b-b41e-2890ec130c6d	HCM 1313	1311	Brember	Brember	char-offset:140	PLACE							Nominative		Nominative		
2f6e63a7-275c-4861-bee3-ab85c5fc48a8	HCM 1438	1309	Breosa	Breosa	char-offset:373	PLACE							Nominative		Nominative		
c00e6ad7-6627-445e-863d-0a4266e4ba1b	HCM 1417	1305	Breusa	Breusa	char-offset:467	PLACE							Nominative		Nominative		
d2fd21f3-c0cf-460c-8793-d2b02ae4d255	HCM 1311	1314	Brewos'	Brewos	char-offset:50	PLACE							Nominative		Nominative		
e39301ca-a6c3-4f1c-80c7-cd04263ea151	HCM 1313	1311	Brewosia	Brewos	char-offset:108	PLACE							Nominative		Nominative		elsewhere, Breosa
2ace1b22-3fa9-43bf-8cc0-f19cebca9e42	HCM 2093	1317/8	Breynton	Breynton	char-offset:438	PLACE							Nominative		Nominative		
c95d74d9-e665-4ef8-aad4-d11b7cf43c7b	HCM 218	1311	Brayntone	Breynton	char-offset:135	PLACE							Nominative		Nominative		
fdbfe453-b67b-4039-b9a9-baac85a824b8	HCM 2873	1311	Ereyntonia	Breynton	char-offset:140	PLACE							Nominative		Nominative		Breinton
3ba4a1ef-853c-49fd-b91c-975840df6b3b	HCM 700	1311	Breynton	Breynton	char-offset:556	PLACE							Nominative		Nominative		
477b29b8-8b74-40ba-943a-8c9d8e029a3c	HCM 1610	1305	Bristoll'	Bristol	char-offset:66	PLACE	http://sws.geonames.org/2654675	Bristol	51.45523	-2.59665			Nominative		Nominative		
3068f5b2-095d-4312-85fa-2b8d1582163f	HCM 201	1315	Bristollia	Bristol	char-offset:294	PLACE	http://sws.geonames.org/2654675	Bristol	51.45523	-2.59665			Nominative		Nominative		
3ba82a99-620a-4e6e-b6bd-933e548ce4c0	HCM 2873	1311	Bristoll	Bristol	char-offset:108	PLACE	http://sws.geonames.org/2654675	Bristol	51.45523	-2.59665			Nominative		Nominative		
32d88b35-3c40-4f33-9480-1f29595f0a3d	HCM 1489	1308	Brocwardin	Brocwardin	char-offset:975	PLACE							Nominative		Nominative		
7e782ea1-6f5f-41b2-94ef-92c1fc8124e1	HCM 2145	1309	Bromfeld	Bromfeld	char-offset:588	PLACE							Given at		Given at		
b29e97ab-bfe5-4945-b39f-95c4687b5da6	HCM 2145	1309	Bromfeld	Bromfeld	char-offset:136	PLACE							Nominative		Nominative		
ed6a1cb3-8055-4e77-ae50-30417d80a4b9	HCM 2667	1305	Bromfeld	Bromfeld	char-offset:95	PLACE							Nominative		Nominative		
eabac77c-8262-460b-b9e3-4be8617f88ad	HCM 2719	1307	Bromfeld'	Bromfeld	char-offset:35	PLACE							Nominative		Nominative		
c9cd55e0-8dfd-4d59-b790-a11370c0002c	HCM 564	1315/6	Brompton	Brompton	char-offset:168	PLACE	http://dare.ht.lu.se/places/25575	Brompton	52.531065	-3.113228			Nominative		Nominative		
8f8bf768-bdba-4cfc-9224-14b61638fb7f	HCM 1025	1317	Bromyard Hoddesbach	Bromyard Hoddesbach	char-offset:463	PERSON							Scribe				
5a557222-9f10-404c-9e68-1d2889c93f76	HCM 678	1314	Broumia	Broumia	char-offset:101	PLACE							Nominative		Nominative		
3121317c-008f-472b-9e88-0e69c0f03d1a	HCM 2673	1308	Bruera	Bruera	char-offset:38	PLACE							Nominative		Nominative		
