UUID	Document Number	Doc_Year	QUOTE_TRANSCRIPTION	Common Name	ANCHOR	TYPE	URI	VOCAB_LABEL	LAT	LNG	Place_Type	Person_Gender	TAGS	Person_Named by	Role	Person_Job	COMMENTS
6d6006cc-5961-4db9-987f-6c838fe3c636	HCM 201	1315	Ledebury	Ledbury	char-offset:327	PLACE	http://sws.geonames.org/2644707	Ledbury	52.03639	-2.42635			Nominative		Nominative		
a4352285-46b8-4951-9d4e-1096dd5423dd	HCM 2096	1315	Ledebur'	Ledbury	char-offset:2371	PLACE							Nominative		Nominative		
adb6f06e-4603-4dae-b495-aac7a1d8d2e1	HCM 209	1316	Ledeburi	Ledbury	char-offset:405	PLACE							Nominative		Nominative		
a390cdde-bbff-4f74-b5b4-76314b964db3	HCM 218	1311	Ledebury	Ledbury	char-offset:545	PLACE							Nominative		Nominative		
8ce002e3-ff1c-4480-931f-84ffaa4e4f62	HCM 287	1315/6	Ledbury	Ledbury	char-offset:367	PLACE	http://sws.geonames.org/2644707	Ledbury	52.03639	-2.42635			Given at		Given at		
c384ef5c-9a2b-434e-95a7-f44715075cf5	HCM 290	1312/3	Ledebury	Ledbury	char-offset:172	PLACE							Nominative		Nominative		
3899fdd2-f762-47ff-8341-511d71562dba	HCM 352	1315	Ledbury	Ledbury	char-offset:501	PLACE	http://sws.geonames.org/2644707	Ledbury	52.03639	-2.42635			Given at		Given at		
acb9895d-9cf1-4906-b668-b527d148a283	HCM 700	1311	Ledebury	Ledbury	char-offset:576	PLACE							Nominative		Nominative		
59dd5df6-ac90-495d-a6c4-5e8bfcece9b4	HCM 2093	1317/8	Ledecote	Ledecote	char-offset:714	PLACE							Nominative		Nominative		
dcaf2b8b-eafc-49c3-8e1e-148a044063ff	HCM 1247	1315	le Halle	le Hale	char-offset:142	PLACE							Nominative		Nominative		
4185f47b-f3ed-49e8-9d15-97d15e759081	HCM 1485	circa 1314	le Hale	le Hale	char-offset:622	PLACE							Nominative		Nominative		
ced375e4-b3f9-4e81-9e20-52fe34b6e876	HCM 678	1314	Lenhales	Lenhales	char-offset:171	PLACE							Nominative		Nominative		
cc49ceaf-5170-4817-812f-d6b485e80ad3	HCM 1523	1314	Lewelin ap Oweyn	Lewelin ap Oweyn	char-offset:77	PERSON							Principal				"brother to Willym and Gruffith? (""ap"" = ""son of"" in Welsh?)"
1c67ffb2-79c1-46ec-9b1b-f15ddc2a5927	HCM 1780	1311	the true patron thereof	Licent ' de Morgan	char-offset:382	PERSON							Office	Office		Knight	the true patron of the church of the Blessed Mary of Avene in the diocese of Llandaff|i.e. Licent' de Morgan, Knight, as per below
1c3332d2-3455-4699-80b9-da70bc56d626	HCM 1652	1314	Lincoln	Lincoln	char-offset:872	PLACE	http://sws.geonames.org/2644487	Lincoln	53.22683	-0.53792			Given at		Given at		
7befbc3c-030b-404d-95fd-efa8c6f3d339	HCM 1834	1313	Lincoln,	Lincoln	char-offset:578	PLACE	http://sws.geonames.org/5072006	Lincoln	40.8	-96.66696			Nominative		Nominative		
30026846-af72-42e6-b546-75e34acd16ad	HCM 1851	1308	Lincoln	Lincoln	char-offset:537	PLACE	http://sws.geonames.org/3846864	Lincoln	-34.86649	-61.5302			Nominative		Nominative		
5cc2c978-2d10-4ac5-bf07-38647acccfef	HCM 1780	1311	Llandaff	Llandaff	char-offset:171	PLACE	http://geo-kima.org/place/6384	Llandaff (Wales)					Nominative		Nominative		
fe8e8b66-2d3d-4bfc-a8ea-580da77e2126	HCM 2159	1309	Llandaff,	Llandaff	char-offset:200	PLACE	http://geo-kima.org/place/6384	Llandaff (Wales)					Nominative		Nominative		
a37af16e-7b2f-4485-b79a-34d8f963c23f	HCM 2217	1308	Llandaff	Llandaff	char-offset:202	PLACE	http://geo-kima.org/place/6384	Llandaff (Wales)					Nominative		Nominative		
b23aa1d7-91d9-40d2-8e6f-507aa55e3e22	HCM 623	1309	Landaff	Llandaff	char-offset:696	PLACE	http://geo-kima.org/place/6384	Llandaff (Wales)					Given at		Given at		
d72b0caf-1839-422c-b72d-bcb3d175be5d	HCM 378	1317	Lodelawe	Lodelawe	char-offset:289	PLACE							Given at		Given at		
127ace20-b457-4fd6-a62b-bc8ef3248644	HCM 1264	1306	Logwardyn	Logwardyn	char-offset:393	PLACE							Nominative		Nominative		
22c04b6f-6444-486e-a664-baaea5ecd6c5	HCM 1265	1306	Logwardyn',	Logwardyn	char-offset:462	PLACE							Nominative		Nominative		
47c3617b-bcd1-4cc5-bb21-e51e65d91393	HCM 1281	1306	Logwardyn	Logwardyn	char-offset:397	PLACE							Nominative		Nominative		
ec6e6e39-ac13-430f-8061-31d077777dcf	HCM 1485	circa 1314	Lugwardin	Logwardyn	char-offset:217	PLACE							Nominative		Nominative		
d7f29746-deb7-44b9-8748-d9333ca0e75c	HCM 2672	1307	Lugwardyn	Logwardyn	char-offset:73	PLACE							Nominative		Nominative		
b16eab65-81d7-4019-a03e-1c1e3e78c502	HCM 1035	1317	London	London	char-offset:305	PLACE	http://sws.geonames.org/6058560	London	42.98339	-81.23304			Given at		Given at		
2383ee71-69e3-4f78-af2d-0eaa5caecccc	HCM 1439	1308	London	London	char-offset:356	PLACE	http://sws.geonames.org/2643743	London	51.50853	-0.12574			Given at		Given at		
87603ea4-31ef-4c54-8549-27c4c50820ed	HCM 1441	1305	London	London	char-offset:115	PLACE	http://sws.geonames.org/2643743	London	51.50853	-0.12574			Nominative		Nominative		
fa84fa49-c8d5-4548-90ed-2fd00f857c86	HCM 1442	1306	London	London	char-offset:52	PLACE	http://sws.geonames.org/2643743	London	51.50853	-0.12574			Nominative		Nominative		
18adce38-6369-4cc9-9f97-7212fe7751a8	HCM 1503	1309	London	London	char-offset:938	PLACE	http://sws.geonames.org/6058560	London	42.98339	-81.23304			Given at		Given at		
598b2a4e-9cea-4cac-84a2-e02b1889ec9d	HCM 1503	1309	London	London	char-offset:116	PLACE	http://sws.geonames.org/2643743	London	51.50853	-0.12574			Nominative		Nominative		
6cbcd4e0-8ec1-49c2-999c-6ebdf4ef03d6	HCM 1599	1307/8	London	London	char-offset:364	PLACE	http://sws.geonames.org/6058560	London	42.98339	-81.23304			Given at		Given at		
12bece70-e7ba-4223-a535-806429584879	HCM 1658	1315/6	London	London	char-offset:393	PLACE	http://sws.geonames.org/2643743	London	51.50853	-0.12574			Given at		Given at		
6891b45a-62af-48f9-8bf7-95e2922fe94f	HCM 1780	1311	London	London	char-offset:1926	PLACE	http://sws.geonames.org/6058560	London	42.98339	-81.23304			Given at		Given at		
6f4d6c51-8b1e-4474-8dec-22d7c12d81da	HCM 1834	1313	London	London	char-offset:728	PLACE	http://sws.geonames.org/6058560	London	42.98339	-81.23304			Given at		Given at		
7deadbd5-6c0b-4b87-8a83-f19950cc1330	HCM 1834	1313	London	London	char-offset:567	PLACE	http://sws.geonames.org/6058560	London	42.98339	-81.23304			Nominative		Nominative		
7c0b7349-c8dc-4b03-8786-b625f72aebf1	HCM 1851	1308	London	London	char-offset:105	PLACE	http://sws.geonames.org/6058560	London	42.98339	-81.23304			Nominative		Nominative		
65ca14b4-c267-42ee-9a5f-917ae9adaa34	HCM 2576	1305	London	London	char-offset:282	PLACE	http://sws.geonames.org/2643743	London	51.50853	-0.12574			Given at		Given at		
0f62dce1-68f6-4c09-bbc1-eef7a25b62d9	HCM 2579	1305	London	London	char-offset:268	PLACE	http://sws.geonames.org/2643743	London	51.50853	-0.12574			Given at		Given at		
f7c5d60c-7abb-476b-ab80-7817afe59834	HCM 2581	1305	London	London	char-offset:237	PLACE	http://sws.geonames.org/2643743	London	51.50853	-0.12574			Given at		Given at		
de147bfc-6459-4bff-93cd-f77d23fcafec	HCM 2595	1309/10	London	London	char-offset:350	PLACE	http://sws.geonames.org/2643743	London	51.50853	-0.12574			Given at		Given at		
22a098fa-d7be-4e32-9e9c-8418d1ebbccc	HCM 2597	1310	London	London	char-offset:408	PLACE	http://sws.geonames.org/6058560	London	42.98339	-81.23304			Given at		Given at		
7514d50f-1f5d-49e2-9009-4a6e7a84f01d	HCM 2598	1311/2	London	London	char-offset:350	PLACE	http://sws.geonames.org/2643743	London	51.50853	-0.12574			Given at		Given at		
f019233a-6959-4490-9d65-8a3ece34ff83	HCM 2599	1312	London	London	char-offset:474	PLACE	http://sws.geonames.org/2643743	London	51.50853	-0.12574			Given at		Given at		
bdfa98a8-a954-4c74-9cff-2f0b890fc330	HCM 2667	1305	London	London	char-offset:345	PLACE	http://sws.geonames.org/6058560	London	42.98339	-81.23304			Given at		Given at		
5d60e01c-911b-4f4a-bb80-dc1352f08d94	HCM 2673	1308	London	London	char-offset:321	PLACE	http://sws.geonames.org/6058560	London	42.98339	-81.23304			Given at		Given at		
a20e05e8-b02b-4daa-8778-430baf270432	HCM 2714	1306	London	London	char-offset:238	PLACE	http://sws.geonames.org/2643743	London	51.50853	-0.12574			Given at		Given at		
84195106-61dc-43be-8690-44a0c6eb83ec	HCM 2721	1309	London	London	char-offset:497	PLACE	http://sws.geonames.org/2643743	London	51.50853	-0.12574			Given at		Given at		
87743e49-db64-461b-853c-d68d921739de	HCM 2722	1310/11	London	London	char-offset:478	PLACE	http://sws.geonames.org/2643743	London	51.50853	-0.12574			Given at		Given at		
0c7b9581-3871-4c1c-846d-f16c35d08f8a	HCM 2723	1315	London	London	char-offset:450	PLACE	http://sws.geonames.org/2643743	London	51.50853	-0.12574			Given at		Given at		
51c2ef38-1fe0-4aa5-83cc-d6438fb82839	HCM 2871	1306/7	London'	London	char-offset:94	PLACE	http://sws.geonames.org/2643743	London	51.50853	-0.12574			Nominative		Nominative		
3685c22a-a806-466d-813a-c4a76afdbf51	HCM 1836	1315	Longestaunton'	Longestaunton	char-offset:396	PLACE							Nominative		Nominative		
9cdacda4-d6df-44d5-ba69-d2fe43e4defb	HCM 3215 A	1317	Lucia le Shipward'	Lucia le Shipward'	char-offset:126	PERSON							Principal				
76364b06-0afe-4896-b326-d3b51bb52bf9	HCM 1485	circa 1314	Lodelawe	Lodelawe	char-offset:713	PLACE	http://sws.geonames.org/2643425	Ludlow	52.37431	-2.71311			Nominative		Nominative		Ludlow
dbaaa4f2-f952-4eb6-ae45-1eef0b734344	HCM 196	1316	Luyde	Luyde	char-offset:35	PLACE							Nominative		Nominative		
a4bf24b0-f3fa-4ada-8247-86012da41ade	HCM 2870	1306	Lydeneye	Lydeneye	char-offset:354	PLACE					Property		Property				
178a8dd1-2f73-4251-9345-a5e274564e65	HCM 1834	1313	M'ndene	M'ndene	char-offset:958	PLACE							Nominative		Nominative		
093141b4-a63b-4fa4-b70b-71cb0759882f	HCM 1489	1308	Maddeleye,	Maddeleye	char-offset:875	PLACE							Nominative		Nominative		
c82a9010-c818-4d29-b435-17c473fd4caf	HCM 2096	1315	Maddeleye	Maddeleye	char-offset:1418	PLACE							Nominative		Nominative		
932b7ecf-a35e-4f2b-850a-a02c4474be3c	HCM 2874	1312	Maddeley	Maddeleye	char-offset:452	PLACE							Nominative		Nominative		
9da66961-ce09-4c13-9a2a-1e519aad80a8	HCM 2879	1317	magister	magister	char-offset:256	PERSON							Office	Office			
1b17b023-a2c7-4f95-b615-09f77aab3cb1	HCM 661	1305/6	Magna Marcleye	Magna Marcleye	char-offset:187	PLACE							Nominative		Nominative		
84b81924-061d-452a-91f7-14a2cf5c078d	HCM 1851	1308	Maldon’	Maldon’	char-offset:79	PLACE	http://sws.geonames.org/2643160	Maldon	51.7311	0.67463			Nominative		Nominative		
6b9159b1-1e9c-4087-a093-58f0d018e01c	HCM 1506	circa 1309	manor at Castrum lupi	manor at Castrum lupi	char-offset:1048	PLACE					Building		Building				
1845aa2f-b6b7-4bd8-af56-d555a5e7926c	HCM 2874	1312	many others	many others	char-offset:540	PERSON							Collective	Collective			
6b873bbf-1f3c-46db-924b-8531fc82f83f	HCM 1657	1310/11	Masyntone	Masyntone	char-offset:523	PLACE							Nominative		Nominative		Mainstone?
773b93ef-8e19-448b-908d-3eb6a148da28	HCM 946	1305	Matilda daughter of John le fiz John de Clehonger;	Matilda daughter of John le fiz John de Clehonger;	char-offset:85	PERSON							Principal				
143522dd-dd05-4829-abbb-8c460fde9589	HCM 1506	circa 1309	Maurice de Novo	Maurice de Novo	char-offset:199	PERSON							Principal				
ca28aaff-68a5-43e6-a6f1-d09c74cc8d34	HCM 2751	1311	Meltone Mounbray	Meltone Mounbray	char-offset:49	PLACE							Nominative		Nominative		
726589ce-c94e-4261-bfed-535c79cc8f5b	HCM 1441	1305	Mende	Mende	char-offset:105	PLACE	http://geo-kima.org/place/13998	Mende (France)					Nominative		Nominative		
bdd2ac81-8fef-4637-ac77-cf455e1d1053	HCM 1442	1306	Mende	Mende	char-offset:42	PLACE	http://geo-kima.org/place/13998	Mende (France)					Nominative		Nominative		
8f4e6567-3502-4dda-8cd8-fa34fbe779b6	HCM 1930	1313	Menent Francisk' and his fellow-merchants of the society of Bardi [of Florence]	Menent Francisk	char-offset:217	PERSON							Collective	Collective		merchants	
b2244658-e568-4275-a631-f1c2fa2fb032	HCM 1621	1313	Menstr’ in island of Thanet	Menstr’ in island of Thanet	char-offset:906	PLACE							Given at		Given at		
b98947c2-3154-4cb0-98a6-9cef9efc9c27	HCM 1930	1313	the said merchants	merchants of the society of Bardi of Florence	char-offset:386	PERSON							Collective	Collective			of the Bardi of Florence
ed8f48f4-d2e5-4ccb-b53c-f307a3c3bae0	HCM 3180	1312	Miles Pychard	Miles Pychard	char-offset:958	PERSON							Witness		Witness	knights	
70f84afe-f0ee-4978-937f-a7d0a3e2760d	HCM 1503	1309	Monemowe	Monmouth	char-offset:571	PLACE							Nominative		Nominative		Monmouth?
dcfa997b-e2d1-4ff0-9447-94c46888abde	HCM 623	1309	Monmouth	Monmouth	char-offset:75	PLACE	http://sws.geonames.org/2642313	Monmouth	51.81265	-2.71363			Nominative		Nominative	bishop	
e84b90a9-efeb-4a2c-b355-0419b41bec58	HCM 2072	1317	Nonnynton	Monnington	char-offset:185	PLACE							Nominative		Nominative		Monnnington on Wye?
613bf5d4-cbd9-45de-b580-e2a26663e479	HCM 2059	1314	Monyton	Monnington on Wye	char-offset:348	PLACE							Nominative		Nominative		Monnington on Wye
90c503fb-01da-49b7-ba33-654dded5ad5b	HCM 2096	1315	Monyton	Monnington on Wye	char-offset:4135	PLACE							Nominative		Nominative		Monnington on Wye
1723ec05-56b8-4d09-afbb-e473e25bd2b4	HCM 209	1316	Moniton	Monyton	char-offset:662	PLACE							Nominative		Nominative		
b3bdd5ec-9f2a-4ba8-8b39-1dec1e285725	HCM 218	1311	Monytone	Monyton	char-offset:519	PLACE							Nominative		Nominative		
24d51ccd-4526-4554-ab6e-cc1416dca8bb	HCM 412	1314	Monyton'	Monyton	char-offset:158	PLACE							Nominative		Nominative		
bde9a455-0ec5-4c2f-a89d-0a0138d2f437	HCM 700	1311	Mora	Mora	char-offset:540	PLACE	http://sws.geonames.org/2513588	Mora	39.68492	-3.77394			Nominative		Nominative		
a6d9d643-ec4a-46ed-aae1-2310469fbc90	HCM 670	1311	Morcote	Morcote	char-offset:565	PLACE							Nominative		Nominative		
3d505f08-3ac5-41d7-9f22-911645593c26	HCM 1313	1311	Morgan	Morgan	char-offset:509	PLACE	http://sws.geonames.org/5778518	Morgan	41.03606	-111.67688			Given at		Given at		
850e64b1-18cd-4217-9ec6-06f4dce8fe37	HCM 1929	1313	Mortemer	Mortemer	char-offset:113	PLACE							Nominative		Nominative		
b2400e84-a704-40b2-82be-4ac151004b41	HCM 670	1311	Munstreworthe	Munstreworthe	char-offset:128	PLACE							Nominative		Nominative		
bc287efe-4ab5-4ee9-863e-72d3cad1b127	HCM 623	1309	Nasse	Nasse	char-offset:396	PLACE							Nominative		Nominative		
fbb995ca-8d42-4a6c-a2df-444643baf98e	HCM 559	1315/6	Neucome	Neucome	char-offset:661	PLACE							Nominative		Nominative		
db95130e-9ee2-4c61-a935-8996d12f8282	HCM 383	1316	Newent	Newent	char-offset:536	PLACE	http://sws.geonames.org/2641651	Newent	51.93365	-2.40815			Given at		Given at		
4663fdab-22f7-4614-8b48-4c2163b68b12	HCM 678	1314	Nicholas atte Walle	Nicholas atte Walle	char-offset:566	PERSON							Scribe				
5f0f8ea5-775e-4908-b896-330ea6770bdf	HCM 680	1310	Nicholas de La Walle	Nicholas de La Walle	char-offset:346	PERSON							Witness		Witness		
41b6b175-3867-4fb1-a8e6-acb9b02c2d42	HCM 2872	1310/11	Nicholas de Reygate	Nicholas de Reygate	char-offset:206	PERSON							Dead			treasurer in the church of St. Ethelbert of Hereford	
2a4f07fd-7fd4-4d1a-8264-f1eb2a0041d7	HCM 2873	1311	Nicholas de Reygate	Nicholas de Reygate	char-offset:184	PERSON							Dead			treasurer of the church of Hereford	
09215349-392c-442f-b081-4a6491811f71	HCM 608	1307	Nicholas de Reygate, clerk	Nicholas de Reygate	char-offset:134	PERSON							Principal			clerk	later, Treasurer of Hereford Cathedral
111bb982-b7db-41e1-9088-7e879cce6ecd	HCM 609	1307/8	Nicholas de Reygate	Nicholas de Reygate	char-offset:109	PERSON							Principal			clerk	
e6ed727a-db6a-4937-9c81-c69f104be3b8	HCM 383	1316	Nicholas de Stretedene	Nicholas de Stretedene	char-offset:572	PERSON							Witness		Witness		
1488b72b-d499-4de4-8af6-a21ef04ffd0c	HCM 386	1305	Nicholas de Stretedene	Nicholas de Stretedene	char-offset:417	PERSON							Witness		Witness		
02c0e237-e66d-4944-a894-81fba8306367	HCM 2579	1305	Nicholas de Warreyk	Nicholas de Warewyk	char-offset:100	PERSON							Principal				
f9c6a82b-73a2-48ec-9d71-8b8051c59ba5	HCM 2586	1306/7	Nicholas de Warewyk	Nicholas de Warewyk	char-offset:83	PERSON							Principal				
c250fbc2-f734-4374-af4b-e88e31a04ff0	HCM 2592	1308	Nicholas de Warrewyk	Nicholas de Warewyk	char-offset:27	PERSON							Principal				
83561afa-2953-480e-a63e-9c00280f994e	HCM 119	1308	Nicholas be Werham	Nicholas de Werham	char-offset:637	PERSON							Witness		Witness		
5039830a-8a64-4325-b5f9-d08940f7484d	HCM 174	1312	Nicholas de Werham	Nicholas de Werham	char-offset:443	PERSON							Witness		Witness		
532c27d4-c249-489c-91b0-4f7cab5fd4b9	HCM 219	1317	Nicholas de Werham	Nicholas de Werham	char-offset:392	PERSON							Witness		Witness		
3c45d528-790a-4a46-9dfa-1718a51dfeae	HCM 1834	1313	Nicholas de Yaneworth	Nicholas de Yaneworth	char-offset:127	PERSON							Principal			vicar in the said church	
53993c93-c865-48e2-90ce-e1cfa7e6c5f7	HCM 1836	1315	Nicholas de Yaneworth	Nicholas de Yaneworth	char-offset:233	PERSON							Principal			vicar in the greater church of Hereford	
15769589-562a-4846-b206-506581b1ee09	HCM 2723	1315	Nicholas de Yanewrth	Nicholas de Yaneworth	char-offset:264	PERSON							Scribe|Proxy				
87e25a8c-88ec-4b43-9c00-a5544de151d3	HCM 1485	circa 1314	Nicholas Iweyn	Nicholas Iweyn	char-offset:663	PERSON							Witness		Witness		
df51b7f2-074a-484f-8b22-a32b3e8dc993	HCM 1489	1308	Nicholas Iweyn	Nicholas Iweyn	char-offset:839	PERSON							Witness		Witness		
f1eb84e3-e4f3-4ba3-bc8b-fb940675a4e6	HCM 469	1305	Nicholas Iwayn	Nicholas Iweyn	char-offset:343	PERSON							Witness		Witness		
94d07557-ad0a-4252-8857-e76678b1bfa1	HCM 597	1315/6	Nicholas le Webbe	Nicholas le Webbe	char-offset:385	PERSON							Witness		Witness		
7d25c0b3-1b0c-4ef5-a7de-bc020cf6b875	HCM 2873	1311	Nicholas	Nicholas Reigate	char-offset:393	PERSON							Dead				Nicholas Reigate
47eba39c-9e07-4155-a258-9726eff93e06	HCM 469	1305	Nicholas Wyoch	Nicholas Wyoch	char-offset:383	PERSON							Witness		Witness		
b8d9c328-b315-44ed-b92f-6c2912524bd3	HCM 1247	1315	Nicholes de la Felde	Nicholes de la Felde	char-offset:524	PERSON							Witness		Witness		
d76e75d7-2995-43cd-8be9-487f2c9e14c9	HCM 1417	1305	Norton	Nortone	char-offset:613	PLACE	http://sws.geonames.org/884141	Norton	-17.88333	30.7			Nominative		Nominative		
7ed1b8c7-8737-4366-860b-b4fad426957f	HCM 2464	1317	Norton	Nortone	char-offset:571	PLACE							Nominative		Nominative		
a81163c8-fded-4534-9c83-e1046c306648	HCM 1599	1307/8	Norwich	Norwich	char-offset:238	PLACE	http://sws.geonames.org/2641181	Norwich	52.62783	1.29834			Nominative		Nominative		
5fecdad7-91ce-4255-90a3-a6b888323021	HCM 597	1315/6	Oppton Episcopi	Oppton Episcopi	char-offset:279	PLACE							Nominative		Nominative		Bishop's Upton
10943550-404f-46be-bdf3-3bd0c554f3a9	HCM 2871	1306/7	Orlenton	Orlenton	char-offset:270	PLACE	http://sws.geonames.org/2640920	Orleton	52.3	-2.75			Nominative		Nominative		
608f7f45-94ab-464f-8d62-fe9e884f6b35	HCM 1443	1306	Orl'ton',	Orleton	char-offset:1431	PLACE	http://sws.geonames.org/2640920	Orleton	52.3	-2.75			Nominative		Nominative		
50cb05cd-fa56-4172-8dd1-2cfe3487e87f	HCM 1752	1311/2	Orletone	Orleton	char-offset:701	PLACE							Nominative		Nominative		
b34ee314-85e2-48d0-8780-8d9d07f000d9	HCM 207	1312	Orleton	Orleton	char-offset:481	PLACE	http://sws.geonames.org/2640920	Orleton	52.3	-2.75			Nominative		Nominative		
8256588d-d252-4213-bdcb-2c142ead4d71	HCM 2096	1315	Orleton'	Orleton	char-offset:4100	PLACE	http://sws.geonames.org/2640920	Orleton	52.3	-2.75			Nominative		Nominative		
91794036-2acf-442f-b520-a7cd42eafb57	HCM 2716	1306	Orleton	Orleton	char-offset:27	PLACE	http://sws.geonames.org/2640920	Orleton	52.3	-2.75			Nominative		Nominative		
f9a7d5b4-95d3-406d-a772-de3483f76cc1	HCM 2720	1307	Orleton	Orleton	char-offset:97	PLACE	http://sws.geonames.org/2640920	Orleton	52.3	-2.75			Nominative		Nominative		
a7787175-218c-4cfc-a796-507b89dce425	HCM 2779	1309	Orletone	Orleton	char-offset:96	PLACE							Nominative		Nominative		
3db67d1c-3108-45ad-ac87-3a88805b14ef	HCM 700	1311	Orleton	Orleton	char-offset:423	PLACE	http://sws.geonames.org/2640920	Orleton	52.3	-2.75			Nominative		Nominative		
0161468e-1a73-4a22-a8ec-6d40ab32f381	HCM 773	1311/2	Orletone	Orleton	char-offset:194	PLACE	http://sws.geonames.org/2640920	Orleton	52.3	-2.75			Nominative		Nominative		
db285f21-8e4c-49ca-b870-c7bf2f6eca04	HCM 1311	1314	Ostrem	Ostrem	char-offset:280	PLACE							Given at		Given at		
10a54fd4-abee-4d80-b5a6-9b7239a2cf69	HCM 1311	1314	Ostrem	Ostrem	char-offset:211	PLACE					Landmark		Landmark				
75403d5a-15bc-46cf-ac34-1e368eacc5f1	HCM 1529	1315	Ostrem	Ostrem	char-offset:277	PLACE							Given at		Given at		
5cf4cd40-98e8-4b0d-b1e4-b117c4d3f987	HCM 1703	1317	Overton	Overton	char-offset:920	PLACE	http://sws.geonames.org/2640765	Overton	51.24389	-1.26154			Nominative		Nominative		
0dec3e85-bf4c-44f1-a89b-b5640d7a8b42	HCM 758	1314	Paston'	Paston	char-offset:506	PLACE							Nominative		Nominative		
2912a386-cf4d-455f-92a4-409812588110	HCM 2217	1308	patrons	patrons	char-offset:338	PERSON							Collective|Office	Collective			Patrons of the monastery of St Peter's, Glouceseter
c067393d-0ed6-4b11-866f-17800dcfabc8	HCM 3001	1317/8	Penbrugge	Penbrugge	char-offset:1881	PLACE							Nominative		Nominative		
eaa4705a-685a-416b-a265-250093aeafa6	HCM 1780	1311	Penebrugg'	Penbrugge	char-offset:132	PLACE							Nominative		Nominative		
3fb7c18a-afc9-4468-bfad-65a4925b13f6	HCM 946	1305	Penebrugge	Penbrugge	char-offset:524	PLACE							Nominative		Nominative		Pembridge?
e69adca7-5a17-4f2e-b3b7-616380fb8845	HCM 1417	1305	penitentiary of the church of Hereford	penitentiary of the church of Hereford	char-offset:475	PERSON							Office	Office			
b9dd4470-0d2d-46db-b36a-9a46716878ea	HCM 2876	1313	penitentiary of the church of Hereford	penitentiary of the church of Hereford	char-offset:92	PERSON							Office	Office			
bf2e3544-185b-43b5-bcc6-2ce9de3506a6	HCM 1438	1309	penitentiary of the same church	penitentiary of the same church	char-offset:381	PERSON							Office	Office			
b9a5d35e-fc26-49b6-b20b-8b61121674b3	HCM 1311	1314	Penres,	Penres	char-offset:317	PLACE							Nominative		Nominative		
8c6662a8-6d1f-4c4f-8f5a-7549f2ff2e8f	HCM 1313	1311	Penres	Penres	char-offset:546	PLACE							Nominative		Nominative		
15c49b9f-86b0-4ae3-ac29-6771681b189d	HCM 3001	1317/8	Peter de Wilton	Peter de Wilton	char-offset:1964	PERSON							Witness		Witness	chaplain	
5b806abb-0d24-44a7-b708-4b62d9a33492	HCM 119	1308	Peter Doieward	Peter Doieward	char-offset:621	PERSON							Witness		Witness		
27a69cd8-b0ba-45cf-8338-974f05ee4453	HCM 3008	1318-1324	Peter Guillelmi	Peter Guillelmi	char-offset:163	PERSON							Principal				
3d0ab16b-9238-433c-8f5e-71ef724b4df9	HCM 1311	1314	Peter Knoyl	Peter Knoyl	char-offset:370	PERSON							Witness		Witness		
ee0d120c-5cab-47e2-bde2-e72d9d77770c	HCM 1313	1311	Peter Knoyl	Peter Knoyl	char-offset:569	PERSON							Witness		Witness		
c4f35bf5-e8f4-4ac2-b8ed-4bf254b01ec6	HCM 1529	1315	Peter le Knoyl	Peter Knoyl	char-offset:372	PERSON							Witness		Witness		
2873a764-91dc-4f29-9bf8-449a976fc4a2	HCM 1768	1314	Peter Knoil	Peter Knoyl	char-offset:1157	PERSON							Witness		Witness		
c7de35c1-3a58-49c0-9afc-2ae759e33e1a	HCM 1736	1305	Peter Malorre	Peter Malorre	char-offset:295	PERSON							Witness		Witness		
416b8557-646e-47bd-a9e5-0b20768a1f70	HCM 1703	1317	Philip Bosse	Philip Bosse	char-offset:88	PERSON							Principal				
b7e68b5a-0933-4b0c-8595-92534ec8b6b5	HCM 1703	1317	Philip Bosse of Turford	Philip Bosse of Turford	char-offset:88	PERSON							Principal				
0ea52199-8899-4b39-8f00-61baad9054a8	HCM 174	1312	Phillip le Werour	Philip le Werrour	char-offset:110	PERSON							Principal				
18c3de82-6ac4-4be9-a7c9-c528a868207d	HCM 1752	1311/2	Philip le Werrour	Philip le Werrour	char-offset:711	PERSON							Witness		Witness	le Werrour	
6e172999-48d7-4ceb-81f7-fc2a890609d1	HCM 207	1312	Phillip le Werror	Philip le Werrour	char-offset:505	PERSON							Witness		Witness	bailiffs	
0787a40f-6b23-4720-bca6-5e4bce17db2c	HCM 700	1311	Phillip le Werrour	Philip le Werrour	char-offset:449	PERSON							Witness		Witness	bailiffs	
4afd1ad3-0eb4-45bc-a01c-9166af03505a	HCM 773	1311/2	Philip le Werror	Philip le Werrour	char-offset:701	PERSON							Witness		Witness	bailiffs of the town of Hereford	bailiff of the town of Hereford
c3e054c6-a03b-4702-9037-723eea85ae13	HCM 1438	1309	Philipp Talebot	Philipp Talebot	char-offset:152	PERSON							Dead			canon in the church of Hereford	
e395b66d-2b93-47c2-b718-434456b69207	HCM 593	1307/8	Phillip son of Robert le Park	Phillip, son of Robert le Park	char-offset:65	PERSON							Principal				Philip le Park?
c821f6c8-c1be-440f-8bf0-b791842a4d89	HCM 209	1316	Phillip de Ipr	Phillip de Ipr	char-offset:672	PERSON							Witness		Witness		
a1137578-cea2-42cb-9808-1b24c9466db2	HCM 564	1315/6	Phillip de Ipre	Phillip de Ipr	char-offset:1311	PERSON							Witness		Witness		
