UUID	Document Number	QUOTE_TRANSCRIPTION	STD_PLACE_NAME	LAT	LNG	Place Type	Role	TAGS	COMMENTS
598b2a4e-9cea-4cac-84a2-e02b1889ec9d	HCM 1503	London	London	51.50853	-0.12574		Nominative	Nominative	
6cbcd4e0-8ec1-49c2-999c-6ebdf4ef03d6	HCM 1599	London	London	42.98339	-81.23304		Given at	Given at	
12bece70-e7ba-4223-a535-806429584879	HCM 1658	London	London	51.50853	-0.12574		Given at	Given at	
6891b45a-62af-48f9-8bf7-95e2922fe94f	HCM 1780	London	London	42.98339	-81.23304		Given at	Given at	
6f4d6c51-8b1e-4474-8dec-22d7c12d81da	HCM 1834	London	London	42.98339	-81.23304		Given at	Given at	
7deadbd5-6c0b-4b87-8a83-f19950cc1330	HCM 1834	London	London	42.98339	-81.23304		Nominative	Nominative	
749f29bf-6e73-4310-9176-4c4cf9f7471d	HCM 1834	London	London	42.98339	-81.23304		Other		
7c0b7349-c8dc-4b03-8786-b625f72aebf1	HCM 1851	London	London	42.98339	-81.23304		Nominative	Nominative	
6b1ce014-5fcf-437d-b7a0-79377e4102f4	HCM 1851	London	London	42.98339	-81.23304		Other		
65ca14b4-c267-42ee-9a5f-917ae9adaa34	HCM 2576	London	London	51.50853	-0.12574		Given at	Given at	
0f62dce1-68f6-4c09-bbc1-eef7a25b62d9	HCM 2579	London	London	51.50853	-0.12574		Given at	Given at	
f7c5d60c-7abb-476b-ab80-7817afe59834	HCM 2581	London	London	51.50853	-0.12574		Given at	Given at	
de147bfc-6459-4bff-93cd-f77d23fcafec	HCM 2595	London	London	51.50853	-0.12574		Given at	Given at	
22a098fa-d7be-4e32-9e9c-8418d1ebbccc	HCM 2597	London	London	42.98339	-81.23304		Given at	Given at	
65051813-58e6-43b8-8e0e-06e3c49d4df3	HCM 2597	London	London	51.50853	-0.12574		Other		
7514d50f-1f5d-49e2-9009-4a6e7a84f01d	HCM 2598	London	London	51.50853	-0.12574		Given at	Given at	
56e0c6e8-ce17-4441-8b89-f2ff00a929f0	HCM 2598	London	London	51.50853	-0.12574		Other		
f019233a-6959-4490-9d65-8a3ece34ff83	HCM 2599	London	London	51.50853	-0.12574		Given at	Given at	
7f40c2f6-18ea-4d2b-bddd-3d29486c06ff	HCM 2599	London	London	42.98339	-81.23304		Other		
a5cc2cd6-d868-4fe5-9a01-236515e79b5e	HCM 2600	London	London	51.50853	-0.12574		Other		
bdfa98a8-a954-4c74-9cff-2f0b890fc330	HCM 2667	London	London	42.98339	-81.23304		Given at	Given at	
5d60e01c-911b-4f4a-bb80-dc1352f08d94	HCM 2673	London	London	42.98339	-81.23304		Given at	Given at	
a20e05e8-b02b-4daa-8778-430baf270432	HCM 2714	London	London	51.50853	-0.12574		Given at	Given at	
cb4ccf40-25a4-475b-8aef-5c667bd7ccb1	HCM 2717	London	London	51.50853	-0.12574		Other		
84195106-61dc-43be-8690-44a0c6eb83ec	HCM 2721	London	London	51.50853	-0.12574		Given at	Given at	
7b493626-cfba-46b7-b0f2-51f05dc7e852	HCM 2721	London	London	51.50853	-0.12574		Other		
87743e49-db64-461b-853c-d68d921739de	HCM 2722	London	London	51.50853	-0.12574		Given at	Given at	
5a13ac83-b903-48b7-b711-225aedbfd5a0	HCM 2722	London	London	51.50853	-0.12574		Other		
0c7b9581-3871-4c1c-846d-f16c35d08f8a	HCM 2723	London	London	51.50853	-0.12574		Given at	Given at	
b1004154-60f3-4718-8668-f09233cb0c06	HCM 2723	London	London	51.50853	-0.12574		Other		
51c2ef38-1fe0-4aa5-83cc-d6438fb82839	HCM 2871	London	London	51.50853	-0.12574		Nominative	Nominative	
b67e3733-0045-4b44-8645-d1f35bede77c	HCM 2871	London	London	42.98339	-81.23304		Other		
b6787b5a-71f9-4696-a9b9-77b24df62a7a	HCM 3162	London	London	51.50853	-0.12574		Other		
e085bee2-d5e0-44b8-b0b0-eb3a3b67f668	HCM 2151	Longastauton'					Other		Church of Longstanton (or, Long Staunton?)
0c360cdf-3fc4-4e80-a1f7-382797a1dd6d	HCM 383	Longedenesfeld					Other		
3685c22a-a806-466d-813a-c4a76afdbf51	HCM 1836	Longestaunton'					Nominative	Nominative	
c80f1c4b-c3e4-4c86-8e2e-a3d7e4ea755e	HCM 1836	Longestaunton'					Other		
4f161c75-3a1d-46f8-b131-bf255ad7bfe1	HCM 2145	Longestaunton'					Other		Church of Longstaunton, Shropshire
0e7c5665-8dc4-48af-b66e-8bd7fca9bc4a	HCM 2593	Longestaunton'					Other		
ec6e6e39-ac13-430f-8061-31d077777dcf	HCM 1485	Lugwardin					Nominative	Nominative	
d7f29746-deb7-44b9-8748-d9333ca0e75c	HCM 2672	Lugwardin					Nominative	Nominative	
6d310d9a-aa03-4fe6-a1f5-54b469fa1cd9	HCM 385	Lutelhulfeld					Other		
dbaaa4f2-f952-4eb6-ae45-1eef0b734344	HCM 196	Luyde					Nominative	Nominative	
b3de6161-e5f7-4f05-9b73-750ada1dba16	HCM 2159	Lydeneye					Other		
a4bf24b0-f3fa-4ada-8247-86012da41ade	HCM 2870	Lydeneye				Property	Other	Property	
7934a184-8728-4e22-82f6-9042835e523a	HCM 623	Lydeneye	Lydney	51.72598	-2.52605		Other		
f6b6f27a-b773-471d-942b-8ce617c4f218	HCM 3162	Lyons					Other		
178a8dd1-2f73-4251-9345-a5e274564e65	HCM 1834	M'ndene					Nominative	Nominative	
093141b4-a63b-4fa4-b70b-71cb0759882f	HCM 1489	Maddeleye					Nominative	Nominative	
c82a9010-c818-4d29-b435-17c473fd4caf	HCM 2096	Maddeleye					Nominative	Nominative	
932b7ecf-a35e-4f2b-850a-a02c4474be3c	HCM 2874	Maddeleye					Nominative	Nominative	
1bfd8a11-374c-44d9-b47f-4fc783f4749d	HCM 715	Maddeleye					Other		
1b17b023-a2c7-4f95-b615-09f77aab3cb1	HCM 661	Magna Marcleye					Nominative	Nominative	
84b81924-061d-452a-91f7-14a2cf5c078d	HCM 1851	Maldon’	Maldon	51.7311	0.67463		Nominative	Nominative	
6b9159b1-1e9c-4087-a093-58f0d018e01c	HCM 1506	manor at Castrum lupi					Other	Building	
c835a69d-5361-446e-aae1-8686c6f3ecca	HCM 593	Marlecroft					Other		
e5f1c109-8962-4b1b-9e90-6bbe33260be3	HCM 1751	Mastinge					Other		a field
6b873bbf-1f3c-46db-924b-8531fc82f83f	HCM 1657	Masyntone					Nominative	Nominative	Mainstone?
ca28aaff-68a5-43e6-a6f1-d09c74cc8d34	HCM 2751	Meltone Mounbray					Nominative	Nominative	
726589ce-c94e-4261-bfed-535c79cc8f5b	HCM 1441	Mende	Mende (France)				Nominative	Nominative	
bdd2ac81-8fef-4637-ac77-cf455e1d1053	HCM 1442	Mende	Mende (France)				Nominative	Nominative	
b2244658-e568-4275-a631-f1c2fa2fb032	HCM 1621	Menstr’ in island of Thanet					Given at	Given at	
9fa44c83-04b2-4a33-8997-fc5d237a4634	HCM 384	Middelfeld					Other		
027fb937-b337-4739-9380-0d17a5d94c34	HCM 564	Middelfeld					Other		
70f84afe-f0ee-4978-937f-a7d0a3e2760d	HCM 1503	Monemowe					Nominative	Nominative	Monmouth?
9ebc0c5c-373b-46b6-84e1-97d65799521b	HCM 1506	Monemuth	Monmouth	51.81265	-2.71363		Other		
1723ec05-56b8-4d09-afbb-e473e25bd2b4	HCM 209	Moniton					Nominative	Nominative	
dcfa997b-e2d1-4ff0-9447-94c46888abde	HCM 623	Monmouth	Monmouth	51.81265	-2.71363		Nominative	Nominative	
1c486840-3f6c-4acc-86a0-4843cf262ed4	HCM 1658	Montignac	Montignac	45.06429	1.16196		Other		
613bf5d4-cbd9-45de-b580-e2a26663e479	HCM 2059	Monyton					Nominative	Nominative	Monnington on Wye
90c503fb-01da-49b7-ba33-654dded5ad5b	HCM 2096	Monyton					Nominative	Nominative	Monnington on Wye
b3bdd5ec-9f2a-4ba8-8b39-1dec1e285725	HCM 218	Monyton					Nominative	Nominative	
24d51ccd-4526-4554-ab6e-cc1416dca8bb	HCM 412	Monyton					Nominative	Nominative	
df12ed3e-4e8e-4c44-8470-72d7aa304209	HCM 1169	Mora					Other		
bde9a455-0ec5-4c2f-a89d-0a0138d2f437	HCM 700	Mora	Mora	39.68492	-3.77394		Nominative	Nominative	
6b286fe2-07fc-4648-81e4-b708b7ce0367	HCM 1489	Mora Canonicorum					Other		also known as Canon's Moor
a6d9d643-ec4a-46ed-aae1-2310469fbc90	HCM 670	Morcote					Nominative	Nominative	
b8c650c4-b294-427b-a012-93cdb77a5491	HCM 385	Morehulfeld					Other		
3d505f08-3ac5-41d7-9f22-911645593c26	HCM 1313	Morgan	Morgan	41.03606	-111.67688		Given at	Given at	
850e64b1-18cd-4217-9ec6-06f4dce8fe37	HCM 1929	Mortemer					Nominative	Nominative	
b2400e84-a704-40b2-82be-4ac151004b41	HCM 670	Munstreworthe					Nominative	Nominative	
bc287efe-4ab5-4ee9-863e-72d3cad1b127	HCM 623	Nasse					Nominative	Nominative	
fbb995ca-8d42-4a6c-a2df-444643baf98e	HCM 559	Neucome					Nominative	Nominative	
748e9715-00a2-40be-892c-97d832fd0a6b	HCM 378	Neuton					Other		
db95130e-9ee2-4c61-a935-8996d12f8282	HCM 383	Newent	Newent	51.93365	-2.40815		Given at	Given at	
e297dd93-3a18-4c16-99f9-992c06fb8e0e	HCM 2217	Newport (in novo burgo)	Newport (Wales)				Other		
88812cdc-1d9b-454a-8359-0799aa9a1bdd	HCM 1734	New Street	Ledbury	52.03639	-2.42635		Other		
e84b90a9-efeb-4a2c-b355-0419b41bec58	HCM 2072	Nonnynton					Nominative	Nominative	Monnnington on Wye?
d76e75d7-2995-43cd-8be9-487f2c9e14c9	HCM 1417	Nortone	Norton	-17.88333	30.7		Nominative	Nominative	
7ed1b8c7-8737-4366-860b-b4fad426957f	HCM 2464	Nortone					Nominative	Nominative	
291013ae-2030-4df8-b410-ffcaba182a3b	HCM 2464	Nortone					Other		
2d595753-9041-451a-bd07-b338584c6c87	HCM 2505	Nortone					Other		
f8409c24-2b35-45d1-9f5d-921211f532d4	HCM 3180	Nortone					Other		
a81163c8-fded-4534-9c83-e1046c306648	HCM 1599	Norwich	Norwich	52.62783	1.29834		Nominative	Nominative	
5fecdad7-91ce-4255-90a3-a6b888323021	HCM 597	Oppton Episcopi					Nominative	Nominative	Bishop's Upton
608f7f45-94ab-464f-8d62-fe9e884f6b35	HCM 1443	Orl'ton',	Orleton	52.3	-2.75		Nominative	Nominative	
10943550-404f-46be-bdf3-3bd0c554f3a9	HCM 2871	Orlenton	Orleton	52.3	-2.75		Nominative	Nominative	
50cb05cd-fa56-4172-8dd1-2cfe3487e87f	HCM 1752	Orleton					Nominative	Nominative	
b34ee314-85e2-48d0-8780-8d9d07f000d9	HCM 207	Orleton	Orleton	52.3	-2.75		Nominative	Nominative	
8256588d-d252-4213-bdcb-2c142ead4d71	HCM 2096	Orleton	Orleton	52.3	-2.75		Nominative	Nominative	
91794036-2acf-442f-b520-a7cd42eafb57	HCM 2716	Orleton	Orleton	52.3	-2.75		Nominative	Nominative	
f9a7d5b4-95d3-406d-a772-de3483f76cc1	HCM 2720	Orleton	Orleton	52.3	-2.75		Nominative	Nominative	
a7787175-218c-4cfc-a796-507b89dce425	HCM 2779	Orleton					Nominative	Nominative	
3db67d1c-3108-45ad-ac87-3a88805b14ef	HCM 700	Orleton	Orleton	52.3	-2.75		Nominative	Nominative	
0161468e-1a73-4a22-a8ec-6d40ab32f381	HCM 773	Orleton	Orleton	52.3	-2.75		Nominative	Nominative	
db285f21-8e4c-49ca-b870-c7bf2f6eca04	HCM 1311	Ostrem					Given at	Given at	
10a54fd4-abee-4d80-b5a6-9b7239a2cf69	HCM 1311	Ostrem				Landmark	Other	Landmark	
75403d5a-15bc-46cf-ac34-1e368eacc5f1	HCM 1529	Ostrem					Given at	Given at	
244d5c39-3470-4a36-8227-59a602b71053	HCM 1529	Ostrem					Other		
b6d644b4-774b-450f-981c-4b81270b9731	HCM 755	Overebroynton					Other		
5cf4cd40-98e8-4b0d-b1e4-b117c4d3f987	HCM 1703	Overton	Overton	51.24389	-1.26154		Nominative	Nominative	
3d8fb9b3-69a1-4cd0-ae38-97d566b8e59f	HCM 383	Oxenhale					Other		
332cf132-6f23-44fe-a264-84cfab9777ba	HCM 384	Oxenhale					Other		
5291d1f8-8ed1-48b6-9c64-982520b4f62c	HCM 385	Oxenhale					Other		
2a4ca51e-7018-4e5f-973a-aafaf4099dd1	HCM 386	Oxenhale					Other		
8985d8ee-aecd-4745-a4de-0752cfdce3da	HCM 1746	Parva Cuthbristleye					Other		
0dec3e85-bf4c-44f1-a89b-b5640d7a8b42	HCM 758	Paston'					Nominative	Nominative	
00880abd-5208-41d5-ba05-b65c2a9bb4c7	HCM 1658	Pembroke	Pembroke	51.67464	-4.91286		Other		
692c6ea7-fbcd-4533-b5c2-c30d9129b8c4	HCM 1504	Penbray					Other		
11feffb9-b5fa-454d-9237-1b18e3a4252e	HCM 1505	Penbray					Other		
c067393d-0ed6-4b11-866f-17800dcfabc8	HCM 3001	Penbrugge					Nominative	Nominative	
3fb7c18a-afc9-4468-bfad-65a4925b13f6	HCM 946	Penbrugge					Nominative	Nominative	Pembridge?
4693f1d0-d61f-48ce-969f-1d578143c884	HCM 3198	Pencoyt	Pencoyd	51.93333	-2.7		Other		
eaa4705a-685a-416b-a265-250093aeafa6	HCM 1780	Penebrugg'					Nominative	Nominative	
b9a5d35e-fc26-49b6-b20b-8b61121674b3	HCM 1311	Penres					Nominative	Nominative	
8c6662a8-6d1f-4c4f-8f5a-7549f2ff2e8f	HCM 1313	Penres					Nominative	Nominative	
f2c859f1-cb75-40c1-b30e-d69cb9ee07d6	HCM 2870	Peter's pence					Other		
218c42ca-35f3-4967-80cf-58319f2f4aab	HCM 593	Pirytone					Nominative	Nominative	
f769aa05-85fb-49c4-8e87-55dcf04499ad	HCM 773	Poteston'					Nominative	Nominative	
508d4764-99c8-444b-b49c-f92a78668102	HCM 405	Pounde					Nominative	Nominative	
ac8fa335-9197-4438-93e9-1b76a10d440a	HCM 2582	Preston					Other		
c1d06719-5f8a-4657-bbe3-cff72be96aec	HCM 1657	Pychenecombe					Other		
4c495409-cc2f-4d27-ac99-06694b9fe5e6	HCM 1657	Pydesmore					Nominative	Nominative	
28e34aa1-cae2-4a44-a856-9e6af0ec3825	HCM 1752	Pyk					Other		
930b0f32-d40e-495a-9dcb-11dae7903ae5	HCM 1264	Pyon					Other		
1c748f03-c04a-4919-b7ab-948d726faf1f	HCM 1281	Pyon					Other		
39f1dba4-4a30-4eb2-80ff-4a0e05991055	HCM 1264	Pyon Canonicorum					Nominative	Nominative	
9d9eeeac-3388-48d3-b0e1-821db0082e4a	HCM 1264	Pyon Canonicorum				Landmark	Other	Landmark	
c3bb2589-77bd-4d5b-9762-61cdb33dce09	HCM 1265	Pyon Canonicorum					Other		
8eaae0c0-b79f-4c24-bd7f-8b0c72a601d1	HCM 1281	Pyon Canonicorum					Nominative	Nominative	
7bd0ca1e-db67-45c2-bf23-a6e35199ef0d	HCM 1281	Pyon Canonicorum				Landmark	Other	Landmark	
cae94b7f-7c91-4354-a875-ab8ee2d852a2	HCM 758	Raigate					Nominative	Nominative	aka Reigate, Reygate
d062bf27-a135-435e-be23-e3738343743b	HCM 1780	rectory of Avene in the diocese of Llandaff					Other		
a7f8baf4-d7bf-483f-8c10-fdcecd447315	HCM 174	Retherwas					Nominative	Nominative	
45a5f003-90de-4957-b6c4-7d4e5136e2e5	HCM 1752	Retherwas					Nominative	Nominative	Rotherwas?
705d9d0e-d026-40b8-b4d4-b729f4f9b07d	HCM 201	Retherwas					Nominative	Nominative	
886c4e3a-3f7f-4ae0-8315-d5c1090a7d34	HCM 2871	Reygate					Nominative	Nominative	
0aec9188-95a3-443e-94e3-22e2672988dc	HCM 2872	Reygate					Nominative	Nominative	
2d736aec-e522-4f63-949a-62d0ed9f764a	HCM 2873	Reygate	Reigate	51.23736	-0.20582		Nominative	Nominative	
55ed03fc-80e8-49ce-99ed-94cb743740ff	HCM 608	Reygate					Nominative	Nominative	
c284be5f-bfc8-46ec-ab01-cf59e34c1051	HCM 609	Reygate					Nominative	Nominative	
73b22ece-419e-45bf-bb75-b0dd5488dcdc	HCM 1311	Roilly					Nominative	Nominative	
e47c7ae9-bf1a-4189-9dc9-80e34b9b5ae8	HCM 1313	Roily,					Nominative	Nominative	
99a6b316-2467-4258-b4e6-2b95b9bc59db	HCM 1443	Rome	Rome				Other		
bd52b6e3-fb40-4e60-94c5-807e10d42c88	HCM 2996	Rome	Avignon (Papal city)				Other		"""Rome"" here means ""the Roman Court"" aka ""the papal city"" i.e. Avignon"
a4db4e89-b9d3-4aba-b5d2-2c5a7b3e4902	HCM 2059	Ros	Ross on Wye	51.91667	-2.56667		Nominative	Nominative	
4359c47a-0c5f-43a1-87a9-55c8e196ba72	HCM 2159	Ros	Ross on Wye	51.91667	-2.56667		Nominative	Nominative	
86c2b5c4-12d3-4c78-94e3-fd3beb3095db	HCM 2995	Ros	Ross on Wye	51.91667	-2.56667		Nominative	Nominative	
93b15599-f4d8-48ed-b704-05179ee98d46	HCM 2996	Ros	Ross on Wye	51.91667	-2.56667		Nominative	Nominative	
2b7e28df-38c1-4c06-8d2c-f25a2ac2c8ac	HCM 3001	Ros	Ross on Wye	51.91667	-2.56667		Nominative	Nominative	
3215556a-a9be-4ae3-9921-0e1fc7029a7d	HCM 3008	Ros	Ross on Wye	51.91667	-2.56667		Nominative	Nominative	
ab70a1fc-663d-4cde-9ded-2648cc28e001	HCM 597	Ros	Ross on Wye	51.91667	-2.56667		Nominative	Nominative	
45b53dd2-1bb4-43a7-ad78-a9eae34cae02	HCM 758	Ros	Ross on Wye	51.91667	-2.56667		Nominative	Nominative	
549ed950-6830-456f-b2ba-77dd96f08da9	HCM 1169	Rushmarsh					Other		
b94976c5-3eaf-4615-82f6-f6175442a944	HCM 2096	Rushmarsh					Other		
277cff8d-78a2-47c4-8fd3-81af320f3de7	HCM 700	Ruyshemore					Other		
fa8d6a3c-870e-486d-84f3-a04f5d7f678e	HCM 559	Rydmarleye					Nominative	Nominative	
ad7435c4-f940-47c4-a51f-e6981ff57792	HCM 559	Rydmarleye de Albitot					Other		
2501df64-5bc0-4712-abd3-e60668c6dbdd	HCM 1621	Ryonnes					Nominative	Nominative	
e2f225e8-a6db-4d79-b128-51f7ba08a11f	HCM 90	Sadelwruyhtestre				Street	Other	Street	
400b88f6-511a-4365-b2fa-184bb0eb2f34	HCM 1505	Saint Ismael'					Nominative	Nominative	
08c6b86e-17c9-4c14-9347-c8655c7ef7ad	HCM 608	Salhwelhulle					Other		
55fbbf3d-cbc3-47e1-b678-29a4505df360	HCM 1622	Salisbury (Nova Sarum)	Salisbury	51.06931	-1.79569		Nominative	Nominative	
f1f7a69a-2757-45d9-bc80-4babe2b42fff	HCM 1368	Salop	Shropshire (England)				Nominative	Nominative	
b6c0c934-6379-429e-8605-20f5fc4e52f1	HCM 2593	Salop					Other		
5956f3e0-dd88-42ae-8188-75acae81bde6	HCM 2995	Salop	Shropshire (England)				Other		
3e66ceb6-ebe7-49f8-92de-14fc1bfe88bd	HCM 758	Salop					Nominative	Nominative	
1e73145f-85b9-456a-8d12-6531bef38694	HCM 661	Sancto Albano	St Albans	51.75	-0.33333		Nominative	Nominative	
c3742755-7cd3-4a86-b53d-2d9674ceb8e7	HCM 1754	Sancto Briavello					Nominative	Nominative	
e53e22ea-ffa5-45df-a2e6-e28b9bd07eff	HCM 2260	Sandale					Nominative	Nominative	
1d8f8145-fcfe-4fd3-8be9-73d32c7e15fd	HCM 2072	Sandwyco					Nominative	Nominative	Sandwich
5ee011ae-6717-4498-9301-936ffaf8aaeb	HCM 1417	Schorn					Nominative	Nominative	
910831e6-9fde-4fc0-b32c-a12760e6e02c	HCM 1443	Schorn					Nominative	Nominative	
5e2fcfa8-d909-4d32-9a1b-9ff916e5627a	HCM 2597	Scotland	Scotland				Other		
a2c8ad39-7808-42f0-8a7f-53a84d5bd50b	HCM 2598	Scotland	Scotland				Other		
c4b589b2-bd94-4125-8fa6-370132c98205	HCM 2599	Scotland	Scotland				Other		
3bfec2f9-2281-449e-84cb-5aebe3d9b1f0	HCM 2717	Scotland	Scotland				Other		
934ec6dc-9f68-448c-a687-2423cc1631f9	HCM 2721	Scotland	Scotland				Other		
db62fa86-2161-405c-835e-c22ede08b414	HCM 2722	Scotland	Scotland				Other		
094c0635-eab6-40c9-8e15-9e5d3d866cee	HCM 2723	Scotland	Scotland				Other		
49d8143a-01ea-46f3-8a77-389c9433c3f7	HCM 2600	Scotlend					Other		
6a25c473-59df-46e8-8cee-953e5b11c7c4	HCM 1313	Sengilton					Nominative	Nominative	
22a39a6f-f358-4fbf-9326-46e0f564ad98	HCM 608	Seuenak'					Nominative	Nominative	
b76a18b1-3cc9-4e62-a7dd-ac8624e92d6a	HCM 1752	Sevenok'					Nominative	Nominative	
e99b7d44-a2d7-4491-a7f2-be9a228f8607	HCM 2159	Shropshire	Shropshire (England)				Nominative	Nominative	
fc8f32c1-32d0-4017-b70c-f79749af2942	HCM 2871	Sisiriaco					Nominative	Nominative	
9e189dbc-761d-4741-b0ae-223ecce02aec	HCM 2870	small commons					Other		
ce8979ee-27a6-474a-81f3-9b0d6f41bca1	HCM 196	Smalpors					Other	Natural feature	
55785e1c-dffc-4be2-a71d-5d51b07ecea0	HCM 755	Smalthornesfeld					Other		
ff903a2d-4a4c-4c66-9c23-e62bc8b4e5cd	HCM 589	Sned					Nominative	Nominative	
f070085d-aec2-40cd-ac20-077a220c1678	HCM 405	Somercete					Nominative	Nominative	
6e9c2098-3cf7-433d-9c7e-c1cf70b2f2dc	HCM 218	Somersete					Nominative	Nominative	
5fc0ddd0-b792-424d-ad00-dbcde335000d	HCM 2873	Somersete	Somerset (England)				Nominative	Nominative	
39a46d07-adda-4596-aa7d-82cb05e43a73	HCM 1169	St. David's	Saint Davids	51.88094	-5.26554		Other		
841a2894-ee85-476f-92c5-00ac3aa08f50	HCM 1503	St. David's	St. David's Region (Wales)				Nominative	Nominative	
b061811b-2ec8-4913-9a2d-26d7e48cb0fb	HCM 1504	St. David's	Saint Davids	51.88094	-5.26554		Nominative	Nominative	
9144a499-4c03-461b-b4f1-5de173275c0c	HCM 1505	St. David's	Saint Davids	51.88094	-5.26554		Nominative	Nominative	
1f5f77e1-362f-402a-80cf-1e39b7e00348	HCM 1264	St. Ethelbert of Hereford					Other		
f5b9eb45-b472-481b-aee5-4376b5c39ddc	HCM 1265	St. Ethelbert of Hereford					Other		
b9138db4-e4fb-4f27-8ee9-83f54c8ab949	HCM 1281	St. Ethelbert of Hereford					Other		
e6ff5f2a-8472-415e-83ff-68a6010c293a	HCM 432	St. Ethelbert of Hereford					Other		
010c35c7-0518-432d-83ed-72cf1bf7b00a	HCM 746	St. Ethelbert of Hereford					Other		
5363c179-ac17-4112-b365-b87a5c1f7dfc	HCM 946	St. Ethelbert of Hereford					Other		
b844058c-bcfe-449e-b7f6-cb01b5a7fcfa	HCM 746	St. Nicholas	St. Nicholas				Other		
8173ee69-316e-479c-9490-817ebaff4792	HCM 2096	St. Nicholas (in vico Sancti Nicholi)				Street	Other	Street	
d9fa0451-19b9-4099-ab82-46c9eac2ab30	HCM 1834	St. Paul's London	St. Paul’s Cathedral	51.5137417	-0.098465147		Other		
9e626a90-4eb9-4300-b47a-c94974a874ec	HCM 1851	St. Paul's London	St. Paul’s Cathedral	51.5137417	-0.098465147		Other		
79541aea-6106-4201-93c3-9bcbbf142ce3	HCM 2717	St. Paul's London	St. Paul’s Cathedral	51.5137417	-0.098465147		Given at	Given at	
4632ad71-ce8f-4d5d-a877-f82bf8c9c441	HCM 1657	St. Peter	Gloucester	51.86568	-2.2431		Other		
a1d94492-e84c-4bd7-b77a-d7bb92fb551d	HCM 1658	St. Peter	Gloucester	51.86568	-2.2431		Other		
5e8d4aa5-b2b1-4242-8848-c0094f049997	HCM 1679	St. Peter	Gloucester	51.86568	-2.2431		Other		
458c6247-161f-444a-8c93-9898eeca1412	HCM 1682	St. Peter	Gloucester	51.86568	-2.2431		Other		
c7f9c725-fe59-4186-a97e-2e00b63c8d8d	HCM 2675	St. Praxedes					Other		
c37cbfff-3469-4572-8fcb-b769f9eba9b8	HCM 2871	St. Pudentiana					Other		
2207930c-b935-4352-8d61-3b7a8f00cd44	HCM 1441	St. Sabine					Other		
b631a142-abd5-40f8-828c-9810b2ea41f3	HCM 1657	Stanedichss					Given at	Given at	
ad3507f3-7db1-4ddc-b248-189fd83f42ce	HCM 1682	Stanleye					Other		
7d4e527c-65de-4d15-a4a9-15013c62a2fc	HCM 1683	Stanleye					Other		
bf2ecbfb-99e9-47f2-9c8e-2b0272d54aa8	HCM 1682	Stanleye St. Leonards					Other		
557dd6e9-4951-4a2e-ad93-219894689cb8	HCM 1683	Stanleye St. Leonards					Other		
bd23ed3b-4d1a-4540-b1a1-63ca2a93fa3b	HCM 2464	Staunton					Nominative	Nominative	White Staunton near Exeter? Staunton in the Vale?
e46933ff-fa6d-4dd0-870b-112e75b52bea	HCM 559	Staunton	Staunton (Va.)				Given at	Given at	
725d14e7-36c4-46dd-abe5-ff81947f09c9	HCM 559	Staunton	Staunton (Va.)				Nominative	Nominative	
69ca46f6-f0bf-4511-8760-fd13c35fd028	HCM 559	Stauntone juxta Cors					Nominative	Nominative	
f68248d1-c533-4c7b-b6f5-62f63b4c201c	HCM 2093	Stottesdon					Nominative	Nominative	
e37ead9b-99a2-4570-9ba5-9e823e035e79	HCM 209	Straddel					Nominative	Nominative	
a163b7be-bd78-4b13-b48c-f4cb8a6e08f8	HCM 196	street of Wydemarsh' in the suburb of Hereford				Street	Other	Street	
f68c0fe2-007a-44b7-a15b-86b26a23c6bf	HCM 207	Stretton	Stretton	53.33333	-2.56667		Nominative	Nominative	
e59da82d-5773-47c2-ad4f-db299bc2e2a0	HCM 758	Stretton	Stretton Mill, Stretton Bridge	52.697209	-2.153551		Nominative	Nominative	
53b5836b-8dfe-40af-b5cc-5cda15fc95cf	HCM 174	suburb of Hereford	Hereford	52.05684	-2.71482		Other		
78641536-af4d-450d-ac89-97bfde640d15	HCM 186	suburb of Hereford	Hereford	52.05684	-2.71482		Other		
22693590-a6ae-4b2c-8900-e2e8ea63c105	HCM 1059	Sugwas					Other		
c35e7395-8752-4be5-806a-f4d8ff2e8730	HCM 1918	Suht Ende					Other		South End?
fd7080fa-d2ad-4f30-b6cc-c5f12bbd2fb3	HCM 1523	Swansea	Swansea	51.62079	-3.94323		Other		
79296d5a-06f7-46ec-ae60-c0bd167519d0	HCM 2159	Swenesfeld					Nominative	Nominative	
525f8ebe-f448-4866-af7e-e5465fcbc52e	HCM 1313	Sweynes					Nominative	Nominative	
a806b500-f9a4-425c-8f33-6ac39363bb11	HCM 1523	Sweynes					Given at	Given at	
d10d5486-61a8-415b-9ed0-a93182e1c396	HCM 1768	Sweynes					Given at	Given at	
8dcba8fd-f291-4003-a756-1259b862d911	HCM 1768	Sweynes					Other		
4618f8dc-b13c-42ac-a780-28eab1d35dfb	HCM 1003	Swynefeud					Nominative	Nominative	Swinfield
1309b2b5-ac1f-4555-972d-480aa93ea583	HCM 1005	Swynefeud					Nominative	Nominative	Swinfield
bcdd419a-7444-4a37-93ad-5a466e9dde7a	HCM 2093	Sydenhale					Nominative	Nominative	
4e9ab7aa-00e4-4f45-b6ce-b76a04df61f7	HCM 181	tenement formerly belonging to Walter de la Borcote				Property	Other	Property	
aeacbccb-8678-4852-b6cc-3a5098aeac3d	HCM 2871	Testa	Gargani Pr.|Gargani Pr., Testa del Gargano	41.8260966	16.1999353		Nominative	Nominative	
