UUID	Document Number	QUOTE_TRANSCRIPTION	TYPE	Named by	Role	JOB	TAGS	COMMENTS
ac5b4801-88b4-4f9d-ba88-9cd9bddc3e4d	HCM 1918	John ate crose	PERSON		Witness		Witness	
4f1d784e-9674-4073-bb55-1d8e3c8b0fbb	HCM 1918	Robert Foliot	PERSON		Witness		Witness	
38d00dea-d7a4-42d3-a0e1-1a385a476520	HCM 1974	John Monyword	PERSON		Principal	citizen of Hereford	Principal	
7d32ae2c-fcf2-4a94-af35-07a4b6d0ed07	HCM 1974	Dean and chapter of the church of St. Ethelbert of Hereford	PERSON	Office	Principal		Collective|Office|Principal	
7f6ce3ac-549e-4848-bff4-8c53cf7d7309	HCM 1974	John Bibel	PERSON		Other			
200867d1-f3f8-46d4-99db-9b57a15b1f46	HCM 1974	William Wycher	PERSON		Other			
9f1baa63-5396-498f-b170-51421ee518eb	HCM 1974	Arnald le Lymbernare	PERSON		Other			
73709f40-735b-4bf7-a678-942c09f68793	HCM 1974	Margery	PERSON		Other			Margery wife of John Monyword of Hereford
86ea4617-1fd7-4b3c-a16a-11dc5bd4e25b	HCM 1974	William Godknave	PERSON		Witness		Witness	
775f780b-2383-44c1-9c7c-a8be0ca72bde	HCM 1974	John Lythfot	PERSON		Witness		Witness	
8fda24cb-a5b0-423e-b58b-423e25f91dda	HCM 1974	Richard Thurgrym	PERSON		Witness		Witness	
eb36aff9-3b8d-4996-a9a6-4d9436c1ab95	HCM 1974	John Pryde	PERSON		Witness		Witness	
26be2693-61a6-4f00-9078-ac7368c02c82	HCM 1974	Thomas de la Barre	PERSON		Witness		Witness	
8dee1f27-4718-41f2-b8b9-092afb75fdde	HCM 1974	William Jouderay	PERSON		Witness		Witness	
fcaae5dc-313b-40d4-a40a-2075d1b3df27	HCM 1974	John Whyteneye	PERSON		Witness	rent-collector of the said dean and chapter in Hereford	Witness	
43ff8d61-9826-4bf1-8383-50c77aad5b01	HCM 2601	Giles, clerk, called the tailor (cissor)	PERSON		Principal		Principal	
150449a1-fb87-4fad-8b0c-53760b557135	HCM 2601	Dean and chapter of the church of Hereford	PERSON	Collective	Principal		Principal|Collective	
2974ef60-3f72-416b-b7bd-c5dc1e2e04d1	HCM 2600	Bishops of Lincoln and London	PERSON	Collective	Principal		Collective|Principal	
4dcfb6e2-8690-457e-8386-1783357f1590	HCM 2600	Pope Clement V	PERSON		Other			
e36e9a94-9f02-4c34-b131-a6e03505a5e1	HCM 2600	Dean and chapter of Hereford	PERSON	Collective	Principal		Principal|Collective	
91661644-eb8f-4a93-9148-6e0b7e0a42b5	HCM 2600	John de Whyteneie	PERSON		Other			
cecae74c-cd0b-4aa3-aa51-1ba12d5b3ad1	HCM 2663	Thomas de Orleton	PERSON		Principal		Principal	
075000e7-ceda-4ab5-b3c9-ebd5b1e1f7da	HCM 2663	Dean and chapter of Hereford	PERSON	Collective	Principal		Collective|Principal	
3c9c0dce-5c3c-4f5f-a0ac-bc3f106d4bc0	HCM 2664	John Lythfot	PERSON		Principal		Principal	Bailiff of the dean and chapter of Hereford
80789854-eaf6-4d94-9f37-9187ef62886a	HCM 2664	The said dean and chapter by the hand of dominus W., their receiver.	PERSON	Collective	Principal		Principal|Collective	
2aeda3a2-7035-4670-85b4-d7466de2e9da	HCM 2599	Bishops of Lincoln and London	PERSON	Collective	Principal		Principal|Collective	
1959b843-3f15-4ab4-81e9-d9db78ba2982	HCM 2599	Pope Clement V	PERSON		Other			
d1b9550b-67ea-4278-81d0-aa0ef25b9eb7	HCM 2599	Dean and chapter of Hereford	PERSON	Collective	Principal		Principal|Collective	
08d508ca-5b69-4e96-8173-031b6a030b72	HCM 2599	John de Barewe	PERSON		Principal		Principal	
14cb4f60-588a-45db-a617-731a9d0f0677	HCM 2599	Henry Nasard	PERSON		Other			King's merchant
c250fbc2-f734-4374-af4b-e88e31a04ff0	HCM 2592	Nicholas de Warewyk	PERSON		Principal		Principal	
2401755a-0852-4364-8fa9-3ac796f6b965	HCM 2592	Dean and chapter of Hereford	PERSON	Collective	Principal		Collective|Principal	
2a932694-0de7-4828-8f3a-e9841a056776	HCM 2592	William the Young	PERSON		Principal		Principal	
f9a73097-102f-4281-8313-c7aa819bac85	HCM 2589	William de Henouere	PERSON		Principal		Principal	
7ac8ac86-7a88-4e08-9832-91b529abb6a8	HCM 2589	Dean and chapter of Hereford	PERSON	Collective	Principal		Principal|Collective	
3315b091-31c3-4023-9283-36ceda7ab8fb	HCM 2589	William the Young	PERSON		Principal		Principal	
e33dfcc5-b728-4455-bb07-b601dacf7503	HCM 2591	Thomas de Orleton	PERSON		Principal		Principal	
1118b33e-c838-4506-92d0-4a275a4e5064	HCM 2591	Dean and chapter of the church at Hereford	PERSON	Collective	Principal		Principal|Collective	
6951a11c-0bad-4dbc-a6d2-a97de68545a7	HCM 2593	Abbot of Wygemore, collector of the fifteenth in the archdeaconry of Salop	PERSON	Office	Principal		Office|Principal	
fd605429-0b92-47c9-85e1-57fc2bab6076	HCM 2593	Edw. II	PERSON		Other			
cc13f351-4a8f-419f-bec5-565bdbea4451	HCM 2593	Dean and chapter of the church of St. Ethelbert of Hereford	PERSON	Collective	Principal		Collective|Principal	
20dd4d5c-3fdc-4ed6-bfae-a3362e547ae4	HCM 2590	William de Henouere	PERSON		Principal		Principal	
edd3a1d7-8530-4b10-9cea-410ee3d5a1fb	HCM 2590	Dean and chapter of Hereford	PERSON	Collective	Principal		Collective|Principal	
b04447d9-e91d-4276-8ce8-1fb8c41b96ce	HCM 2590	William the Young	PERSON		Principal		Principal	
58c4698c-2930-43d6-8ada-d3c825440d9e	HCM 2870	Richard de Hamenays	PERSON		Principal	sub-dean of Hereford	Principal	
1dd9f8e5-6858-44fe-86ba-579c390b2476	HCM 2870	John de Aqua Blanca	PERSON		Other	dean of Hereford		
5cb96541-9d6e-4121-86c6-cbbcbaa07480	HCM 2870	Dominus Willam the Young	PERSON		Principal	chaplain, receiver of the chapter of Hereford.	Principal	
952bce86-8922-4a57-9b5b-fb0ab8e3c63d	HCM 2750	Giles, clerk, called the tailor, organ-keeper	PERSON		Principal		Principal	
f60f0e6b-5f14-4024-aba9-ade74b138088	HCM 2750	Dean and chapter of the church of Hereford	PERSON	Collective	Principal		Collective|Principal	
b6c81e00-79b1-4fb8-8ec9-5d9ac79da7b8	HCM 2751	Roger de Meltone Mounbray	PERSON		Principal		Principal	"""Champion"""
c72f6366-7b97-4249-b961-934924d7ecac	HCM 2751	Dean and chapter of Hereford	PERSON	Collective	Principal		Principal|Collective	
1c01a7b5-ca65-428e-b287-55002f55fe95	HCM 2779	Thomas de Orleton	PERSON		Principal		Principal	
46c484cc-04fb-48f4-a116-d41d66958fe8	HCM 2779	Dean and chapter of the church of St. Ethelbert of Hereford	PERSON	Collective	Principal		Collective|Principal	
49d2b5cc-67fd-4445-b07f-ea7be057aea9	HCM 2749	William Vallet	PERSON		Principal	subtreasurer of the church of Hereford	Principal	
24a10a5f-cb94-4a9b-aa7f-842cddb94238	HCM 2749	Dean and chapter of the aforesaid church	PERSON	Collective	Principal		Collective|Principal	(Hereford)
fd8c49ef-2007-45f1-932f-e0f046e57cd4	HCM 2749	William the Young	PERSON		Principal		Principal	
66d7b921-5af0-4a7f-a4b0-77305d1e1a59	HCM 1851	William de Maldon’	PERSON		Scribe	notary public	Scribe	
c5497861-a410-4abf-be56-dca824cb1584	HCM 1851	the dean and chapter of Hereford	PERSON	Collective	Principal	subcollectors of the tenth	Collective|Principal	
bba35c60-6bee-4d58-8769-de36e260b7ca	HCM 1851	Pope Clement V	PERSON		Other			
b7440b28-905f-4896-ba6d-5bb3a6642f90	HCM 1851	dean and chapter	PERSON	Collective	Other		Collective	dean and chapter of Hereford
4f264c23-1406-4870-9c56-e84a889b45c5	HCM 1851	John de Barewe	PERSON		Other	clerks		
333746f9-aa98-40d8-a405-1bcbb6417ecd	HCM 1851	John Gorewy	PERSON		Other	proctors		
d9d515a7-9ab2-474e-a505-9db386ba88f8	HCM 1851	William de Halstede	PERSON		Other	commissary of dominus R., bishop of London		
dc7eb7fe-3f0e-4c5f-9b94-15f013851f2d	HCM 1851	R., bishop of London	PERSON		Other	collector of the said tenth		Ralph de Baldock was Bishop of London from 1305/6-1313
ce918d05-2732-46bb-9985-021033734b09	HCM 1851	bishop of Lincoln	PERSON		Other	collector of the said tenth		John Dalderby (?) was Bishop of Lincoln 1300-1320
59cb5c06-67b5-47f0-9a6e-8fba5944cdf6	HCM 1851	bishops of Winchester	PERSON		Other			Henry Woodlock was Bishop of Winchester from 1305-1316; previously it was John of Pointoise 1282-1304
182d013c-2953-483f-8009-cacdf3c2d4e5	HCM 1851	Lincoln	PERSON		Other		Nominative	John Dalderby (?) was Bishop of Lincoln 1300-1320
5f140adf-b406-4d7d-9f57-ee367d38719d	HCM 1836	the dean and chapter of the cathedral church of Hereford	PERSON	Collective	Principal		Collective|Principal	
53993c93-c865-48e2-90ce-e1cfa7e6c5f7	HCM 1836	Nicholas de Yaneworth	PERSON		Principal	vicar in the greater church of Hereford	Principal	
32c6ff5d-e768-4c8c-a1a3-949a3494489a	HCM 1836	dean and chapter	PERSON		Other			dean and chapter of Hereford
e1d46066-f79b-4789-9ea2-21739a165c38	HCM 1836	the vicar of the chureh of Longestaunton',	PERSON	Office	Other		Office	unclear whether Thomas le Childe is the vicar of Longestaunton, or one of the parishioners
ab07f141-de09-43ba-a8ed-40a3d0d70f32	HCM 1836	Thomas le Childe'	PERSON		Other	parishioners		
5e8c126d-625d-4b39-afd7-4c99b218e156	HCM 1836	Richard le Child'	PERSON		Other	parishioners		
50811aaa-de7e-4c91-aa92-4096d3e9caa2	HCM 1836	Henry le Forester de Corston'	PERSON		Other	parishioners		
186ab146-d365-4c1c-b937-484ddf567943	HCM 1848	Nicholas de Yaneworth	PERSON		Other	receiver of the annual tenth		
1c07dd42-5bf4-456b-9ccf-165ae8aff7ef	HCM 1848	Pope Clement V	PERSON		Other			
f2462521-bd60-4599-befa-870e20475ea1	HCM 1848	Dean and chapter of Hereford	PERSON	Collective	Other		Collective	
6b2bf0ab-f302-4a06-9a85-f38359ef927c	HCM 1848	James de Henle	PERSON		Other	canons of the cathedral church of Hereford		aka Henley
88a52373-87b1-460a-a869-ec8622ef3690	HCM 1848	Adam Carbonel	PERSON		Other	canons of the cathedral church of Hereford		
1ef92443-6b95-4ed7-bc36-eb27d70f2ab8	HCM 1848	Stephen de Thanet’	PERSON		Other	canons of the cathedral church of Hereford		
6f0bf1d7-c93b-42fa-b948-770d8956abe5	HCM 1854	Edward II	PERSON		Other			Edward II, King of England
2f30c594-1f8d-442a-8f7f-9d619746b8ae	HCM 1854	Adam Orleton, bishop of Hereford	PERSON		Other			
c84869aa-35e7-4ff5-86a3-9169d8410453	HCM 1854	Dean and chapter of Hereford	PERSON	Collective	Other		Collective	
20e7e965-e330-48fe-a507-cb1977163838	HCM 1854	Pope John XXII	PERSON		Other			
3cae4232-0811-4570-9928-fe57d5d0f214	HCM 1854	Pope Clement V	PERSON		Other			
f4e4cfae-31c6-4cec-848e-1a9b733abd61	HCM 1854	the said bishop	PERSON		Other			Adam Orleton, Bishop of Hereford
733abea5-a4b1-4f4f-97e2-5df40f080f85	HCM 1854	dean and chapter	PERSON	Collective	Other		Collective	dean and chapter of Hereford
861ee69a-806e-4afa-8a84-4db41083327a	HCM 1854	the Exchequer	PERSON	Collective	Other		Collective	the Exchequer = unit of crown government
bf687442-b9a6-465b-84c2-9ea6119393db	HCM 1834	the dean and chapter of the cathedral church of Hereford	PERSON	Collective	Principal		Collective|Principal	
3c45d528-790a-4a46-9dfa-1718a51dfeae	HCM 1834	Nicholas de Yaneworth	PERSON		Principal	vicar in the said church	Principal	
57cf19ce-958c-4a14-9107-1506d363d032	HCM 1834	Nicholas	PERSON		Other			that is, Nicholas de Yaneworth, perpetual vicar in the cathedral church of Hereford
1843a632-0a10-4fe8-90bc-059ee1f750bd	HCM 1834	bishops of London	PERSON	Office	Other	collectors of the said tithe for Pope Clement [V]	Office	Ralph Baldock was Bishop of London 1304-1313; Gilbert Seagrave was Bishop of London 1313-1316
3aa73539-4166-433a-8f86-6a46a0e12939	HCM 1834	Lincoln	PERSON	Office	Other		Office	John Dalderby was Bishop of Lincoln 1300-1320
b02065ce-f84a-4f1c-b414-5c570ab27701	HCM 1834	Pope Clement V	PERSON		Other			
afe3629b-0e99-44de-befd-4c8ec7ef6d5a	HCM 1834	Dean and chapter of Hereford	PERSON	Collective	Other		Collective	
41711be2-c1c8-4d94-95cf-42d5a579f4c2	HCM 1834	dean and chapter	PERSON	Collective	Other		Collective	dean and chapter of Hereford
802c25d5-f87a-49e3-8a88-46a345f9daa0	HCM 1834	John de M'ndene	PERSON		Other			
ee448b54-6f92-44e5-840b-4445da52eab3	HCM 1025	Walter de Dunr	PERSON		Other			
4a86e67b-98cf-40ba-955a-4719f081406b	HCM 1025	Richard de Swynefeud	PERSON		Other		Dead	
a8130161-89c3-43b1-b749-f3816256e867	HCM 1025	bishop of Hereford	PERSON	Office	Other		Office	
1bfbf82e-2cc2-4388-ada3-aa8d55e8fd1c	HCM 1025	Richard	PERSON		Other			
8f8bf768-bdba-4cfc-9224-14b61638fb7f	HCM 1025	Bromyard Hoddesbach	PERSON		Scribe		Scribe	
e95a2eba-6319-4414-a886-45cf1308fa0e	HCM 1049	Richard	PERSON		Other	bishop of Hereford		
ad201310-a70c-43c5-ae6f-3ce008a716bf	HCM 1049	bishop of Hereford	PERSON	Office	Other		Office	
db3063b4-4671-4fd7-9813-e25977a3d3e6	HCM 1049	John de Kemeseye	PERSON		Other			
372d365d-cb95-4bc1-8f56-7847267a9ac7	HCM 1049	Dean and chapter of Hereford	PERSON	Office	Other		Office	
56a6392c-0860-4d1b-be98-163158f95189	HCM 1049	dean and chapter	PERSON	Office	Other		Office	
30f82127-1e5c-42ac-a4af-cb0997b75c85	HCM 1023	Richard de Hamenasch	PERSON		Other	canon of Hereford		
bf1874eb-6e3f-4a30-b8a8-20afa45a84e1	HCM 1023	canon of Hereford	PERSON	Office	Other		Office	
5970dd71-b969-4018-a395-4098835a272a	HCM 1023	Richard de Swynefeud	PERSON		Other	bishop of Hereford	Dead	
03173be6-28a8-4210-9d82-d3f6aad2b4bd	HCM 1023	bishop of Hereford	PERSON	Office	Other		Office	
9a71439d-ba06-46b8-a426-2f15699ee3be	HCM 1023	Richard	PERSON		Other			
68ae0b46-957e-4fb1-8a53-6be7312ec253	HCM 1024	Richard de Oxindenn	PERSON		Other			
c7b9ea07-68ce-466a-9721-a16e8cf2ce7a	HCM 1024	John de Kemeseye	PERSON		Other	treasurer of Hereford	Executor	
d62ec323-5716-4bfa-8f34-e3821471e924	HCM 1024	treasurer of Hereford	PERSON	Office	Other		Office	
724bb518-d2c6-4a2d-841c-b14e83636193	HCM 1024	Richard de Swynefeud	PERSON		Other	bishop of Hereford	Dead	
0a24f226-45cd-48f1-a4ff-20d274ec0d6c	HCM 1024	bishop of Hereford	PERSON	Office	Other		Office	
48d2a297-c844-48b3-984c-b16cab930482	HCM 1024	Richard	PERSON		Other		Dead	
5cbfd43e-b4cc-4808-9055-abe1441dd690	HCM 1035	William de Suanton	PERSON		Other	rector of the church of Cherring'		
4a07668f-487b-4777-bdfa-09aa84a42a95	HCM 1035	rector of the church of Cherring'	PERSON	Office	Other		Office	
2ec3774f-0ddd-4e68-9173-57d9fdc8b2a6	HCM 1035	Richard de Swynefeud	PERSON		Other	bishop of Hereford	Dead	
19ace0be-eeb2-44c2-9491-f3b994873bc0	HCM 1035	bishop of Hereford	PERSON	Office	Other		Office	
0e6af8a3-8959-4135-8813-9d4fb5a1b0e1	HCM 1035	Richard	PERSON		Other		Dead	
d202fd0b-920e-4d1b-b139-095905bcba2b	HCM 2878	John de Kemes	PERSON		Other	treasurer of Hereford		
b17e74d8-608b-4962-9dba-881857becf17	HCM 2878	treasurer of Hereford	PERSON	Office	Other		Office	
85de980d-dc33-43bf-8ef5-7c5c7b1d4173	HCM 2878	Willion Vallet	PERSON		Other	vicar in the church of Hereford		
3060ae62-da6a-4df8-bf4d-276b4fc5b25a	HCM 2878	vicar in the church of Hereford	PERSON	Office	Other		Office	
de2687bc-aaf8-49e0-9306-9e17b9b8275c	HCM 2877	sub-dean of Hereford	PERSON	Office	Other		Office	
b542b572-4660-4039-a363-d82b8c11f944	HCM 2877	Thomas de Ayleston	PERSON		Principal		Principal	
107e7f7b-a20d-46b9-8299-063cd7acabd4	HCM 2877	Hugh de Monyton	PERSON		Other			
a308d99b-a844-4c0e-9b4a-099afac7e65c	HCM 2879	John de Seuenak	PERSON		Principal		Principal	
b13c6bc6-64bb-48d1-a8b0-20bd479e76af	HCM 2879	John de Kemeseye	PERSON		Other	treasurer in the church of St. Ethelbert of Hereford		
beee84f3-d1fa-476e-b50c-20eef306a91c	HCM 2879	treasurer in the church of St. Ethelbert of Hereford	PERSON	Office	Other		Office	
267ba7e5-6779-48c5-890b-4def98ef9342	HCM 2879	John Toky	PERSON		Other			
9da66961-ce09-4c13-9a2a-1e519aad80a8	HCM 2879	magister	PERSON	Office	Other		Office	
dbc05069-f5d2-49f6-bd5d-8ba49799c92a	HCM 2879	Roger de Sevenak	PERSON		Other	magister		
ceaa29e4-081b-4c7d-813e-be54b06e27a9	HCM 2879	canon of Hereford	PERSON	Office	Other		Office	
11c4253d-e388-47e6-9da1-8b101241419f	HCM 2879	William de Stretton	PERSON		Witness		Witness	
439612a4-7fe7-4f5f-a84c-6607fa3c5033	HCM 2879	John de Brugge	PERSON		Witness		Witness	
55a88994-6394-4564-b48c-bbf350a45320	HCM 2879	Gilbert Ives	PERSON		Witness		Witness	
27909df2-aa7f-4520-a517-a661d2cd59c8	HCM 2879	Hugh le Schypward	PERSON		Witness		Witness	
dbac9f1a-b943-441b-bd64-5029c314bc57	HCM 2879	William de Byspewalle	PERSON		Witness		Witness	
520905a9-959f-4a8b-a8f1-4a6f5b13bec2	HCM 2879	Adam Hwyty	PERSON		Witness		Witness	
bbd45afc-6198-4f92-a58e-205133936529	HCM 2879	Henry de Underwode	PERSON		Witness		Witness	
079b1874-7ebd-48db-9aea-8c4a20de9b42	HCM 2880	Dean and chapter of the church of Hereford	PERSON	Collective	Other		Collective	
570bded8-1b5b-4cff-a5f7-dc8dcd3cef2c	HCM 2880	Thomas de Penebrugg	PERSON		Other			
0cafc5a6-182d-4b6f-b0c2-ba4ffade616e	HCM 2880	John de Kemeseye	PERSON		Other	late treasurer and prebendary of Berton�		
410210c9-0cb0-45b6-8d99-77ed518ca869	HCM 2880	late treasurer and prebendary of Berton’	PERSON	Office	Other		Office	
8f955452-4e37-441a-9f87-9f17caa3ebf3	HCM 2876	Ralph le Baron of Wydemarsmore	PERSON		Principal		Principal	
edaa4de3-bbd9-4b1c-9f6c-e09b77413517	HCM 2876	Hugh de Browse	PERSON		Other	penitentiary of the church of Hereford		
b9dd4470-0d2d-46db-b36a-9a46716878ea	HCM 2876	penitentiary of the church of Hereford	PERSON	Office	Other		Office	
3a0b9506-bc0e-44ab-94fc-9cc08a1bac03	HCM 2876	Thomas Theobaud	PERSON		Other			
255a26a0-1bfe-4ed9-8124-fa859154ca26	HCM 2876	Thomas	PERSON		Other			
5f72fe3a-a9c1-40e2-9623-b179cefe9274	HCM 2876	John Pryde	PERSON		Other			
f053db92-3797-41d2-b805-b30243345e34	HCM 2876	John Pryde	PERSON		Witness		Witness	
cb6426d5-9b06-4694-aedd-dbb1cf04f135	HCM 2876	Thomas Theobaud	PERSON		Witness		Witness	
cd65887b-2b6d-4b0e-9e87-2fe3fd4e0d0e	HCM 2876	Walter Roggers	PERSON		Witness		Witness	
839d190b-9eb8-4604-a2f3-f9fa305107ab	HCM 2876	John Throm	PERSON		Witness		Witness	
61c7d639-b102-43f6-a63f-1b74ae1a95bc	HCM 2876	Walter le Brut	PERSON		Witness		Witness	
f2a7c16e-173a-4996-8945-72dd7f9d8d93	HCM 2876	Hugh Troue	PERSON		Witness		Witness	
8ee296a6-9a39-463e-ab95-e7f889c6cb7c	HCM 2876	John de Catfeld	PERSON		Witness		Scribe|Witness	
6d9de948-3080-4645-8d73-0f52991cddcd	HCM 2598	Bishops of Lincoln and London	PERSON	Collective	Principal		Collective|Principal	
d5258c0e-cbe2-4647-8541-bb0e433ffc69	HCM 2598	Pope Clement V	PERSON		Other			
c48f52f4-0ed7-44a7-a886-53b6d57741ba	HCM 2598	Dean and chapter of Hereford	PERSON	Collective	Principal		Principal|Collective	
2cc1dc77-97e5-4d95-8336-d5bd9d8b5ce2	HCM 2598	John Barwe	PERSON		Principal		Principal	
febfe8e0-3ddb-4689-afad-9b1632b1e2ae	HCM 2594	Giles, clerk, called the tailor (cissor)	PERSON		Principal		Principal	
0a95fca5-ee48-4cc1-85f9-524aba7b7bc3	HCM 2594	Dean and chapter of the church of Hereford	PERSON	Collective	Other		Collective	
0ece9d70-bc9a-4bda-8e93-3a0610f279b2	HCM 2596	Ralph de Lacu	PERSON		Principal		Principal	Proctor of the dean & chapter of Hereford in the Roman Court
15574ad6-63e9-4fb7-8fff-34a9ca9b6967	HCM 2596	Dean and chapter of the church of Hereford	PERSON	Collective	Other		Collective	
7282deb4-c6e0-440f-8326-508c7713bf48	HCM 2596	the said dean and chapter	PERSON	Collective	Principal		Collective|Principal	of Hereford
69aae179-2c90-47af-bf17-4d551dffa3fc	HCM 2596	Robert de Gloucestria	PERSON		Principal		Principal	
4fa4f9b2-441b-4436-b98e-b4ed223e6886	HCM 2596	William de Caple	PERSON		Principal		Principal	
01292175-afc2-4199-a6c6-a0741b55b64c	HCM 2597	Bishops of Lincoln and London	PERSON	Collective	Principal		Collective|Principal	
3b662b84-835d-47fc-a6d9-84ab453cdd7d	HCM 2597	Pope Clement V	PERSON		Other			
18408b33-e8dd-4e8e-874c-5535f05db43c	HCM 2597	Dean and chapter of Hereford	PERSON	Collective	Principal		Principal|Collective	
16120686-0b9b-4a2d-9e54-b4275efbe29d	HCM 2597	John de Whitteneye	PERSON		Principal		Principal	clerk & proctor for dean and chapter of Hereford
2fef3e52-498f-44b2-bab5-48c3e083686e	HCM 2595	Willism de Bliburg	PERSON		Principal		Principal	Hereford canon
e3be7197-465a-4942-b5a3-5b793c4a0ab4	HCM 2595	John de Swynefeld	PERSON		Principal		Principal	precentor of Hereford
37232348-f0cb-4d1a-8fe0-02091a7ffadf	HCM 559	Adam called le Turnur de Staunton	PERSON		Principal		Principal	
2873d7f6-0c0f-48e5-ae26-ebfca5c8d62d	HCM 559	William Wytte de Stauntone juxta Cors	PERSON		Principal		Principal	
48841e22-73c2-4f82-9e43-26c8895e582b	HCM 559	Emma	PERSON		Principal		Principal	Wife of William Wytte de Stauntone juxta Cors
ecac5a00-4612-4b8f-8e6c-0a0eae508673	HCM 559	Robert ate Heye	PERSON		Other			
ab4fc267-1de6-44e6-a283-53d925f5010b	HCM 559	Robert, lord of Stauntone	PERSON		Witness		Witness	
af1f5df7-fc66-4b12-96dc-75affd18c3ac	HCM 559	Robert de la Doune de Rydmarleye	PERSON		Witness		Witness	
741a816f-a366-405c-8145-1c04f167c850	HCM 559	John de Holeford	PERSON		Witness		Witness	
a16c3c52-6325-4be7-9dc9-7076a26bdce0	HCM 559	William le Neucome	PERSON		Witness		Witness	
2005bc3d-cebb-4170-afed-428f7214afc5	HCM 559	William le Cok ' de Staunton	PERSON		Witness		Witness	
7b2c2092-433c-4545-9e97-8f1b6a62f3ff	HCM 559	Walter de Staunton	PERSON		Witness		Witness|Scribe	
57813c69-6e3c-4c9b-bf42-219f87c2427d	HCM 412	Thomas de Aylineston	PERSON		Principal	tailor	Principal	
47b96042-3b09-4ef3-8f72-55ae818df106	HCM 412	Hugh de Monyton	PERSON		Principal		Principal	
f60f7500-a006-4094-b24b-334899b8074f	HCM 412	Hugh Bade	PERSON		Other			
4d92c451-2523-4ca3-b184-ebd2b2542bb7	HCM 564	William son of John de la More	PERSON		Principal		Principal	
eeb6d0d4-cacc-41c6-8e22-07d484d9a394	HCM 564	Agnes wife of William son of John de la More	PERSON		Principal		Principal	
20b2aaa7-621f-4e77-a4a2-abb31ebd873c	HCM 564	Richard son of Phillip de Brompton	PERSON		Principal		Principal	
c5b9a198-dad2-4e9c-923b-8424ae6103a7	HCM 564	Hugh le Rede	PERSON		Other			
474434bf-d039-44d7-903b-7f9c62d2f647	HCM 564	Ralph de Brompton	PERSON		Other			
1cdab4c4-f5d1-4170-8338-8ee9c792c5ac	HCM 564	Coblynton	PERSON		Other			
ee04296c-dac3-4355-b204-e5c2a81790db	HCM 564	William de Brompton	PERSON		Other			
a5556a70-2ed6-4b9b-81a7-bafbabaec5e4	HCM 564	Ralph le Vreynshe	PERSON		Other			
2069cf04-ff47-4e36-877d-5ad4f511040b	HCM 564	Nicholas de Brompton	PERSON		Other			
687afa55-32d4-40e4-b412-881be1bda249	HCM 564	Richard de Brompton	PERSON		Other			
a1137578-cea2-42cb-9808-1b24c9466db2	HCM 564	Phillip de Ipr	PERSON		Witness		Witness	
2ef589a3-aeb5-4992-9242-c48b8a3f1206	HCM 564	Richard de Lulham	PERSON		Witness		Witness	
879188a3-e3ac-4ecd-b416-57a8bd2b1bc0	HCM 564	Walter Cole	PERSON		Witness		Witness	
753e7cbf-16f4-4447-ad38-5667c0c600ad	HCM 564	William de Brompton	PERSON		Witness		Witness	
068fe530-80cc-4406-b8f3-ebf9386fc3d7	HCM 564	Hugh le Rede	PERSON		Witness		Witness	
159415fe-4a79-45c0-b66c-1b7e8538affa	HCM 564	Ralph le Vreynshe	PERSON		Witness		Witness	
6d7ababc-86ea-4fa4-9767-290911ad731e	HCM 564	John de Brompton	PERSON		Witness		Witness|Scribe	
b2036595-4035-411a-bc27-64845f618521	HCM 432	John de Aqua Blanca	PERSON		Principal	dean of the church of St. Bthelbert of Hereford	Principal	
0fcdd508-cb26-404c-b03e-bfb6bd3c4611	HCM 432	chapter of the same	PERSON	Collective	Principal		Principal|Collective	chapter of the church of St. Etherbert of Hereford
5daefab8-7b2c-4581-9030-177043f25dee	HCM 432	Dowinus William Mortimer	PERSON		Principal		Principal	
1a973ecb-1a9a-4851-8bf5-1c907ec7306a	HCM 432	William de la Hay	PERSON		Other			
eeb1bbf2-e8da-40c5-816c-76ebeb48da45	HCM 469	Walter de Euysham	PERSON		Principal		Principal	
29045ee1-f965-48a0-952a-f22f42398bcc	HCM 469	William de Mortuo Mari	PERSON		Principal		Principal	
e68a86a6-c34c-4961-b190-a382a9082d21	HCM 469	Hugh de Breusa	PERSON		Principal		Principal	
bad89f3a-5dbc-4902-af6b-54bce8d42398	HCM 469	William de Euysham	PERSON		Other			
0a7b7e97-64fa-4fd8-9971-e4f2c33ca5d5	HCM 469	John Lythfot	PERSON		Witness		Witness	
87a1283b-e96e-4340-aee3-86a4c940ef0c	HCM 469	John Pryde	PERSON		Witness		Witness	
7473bbf0-b537-428b-9551-42895a09f61e	HCM 469	Richard Thurgrym	PERSON		Witness		Witness	
2d567398-c606-45f3-bebf-ff648d3ffc04	HCM 469	John Monyword	PERSON		Witness		Witness	
0810ba01-6f9a-4830-9322-67ae1d32bac2	HCM 469	Gilbert Blod	PERSON		Witness		Witness	
6562b225-ac0e-416f-95e7-0c3790af5062	HCM 469	Henry de Lugwardyn	PERSON		Witness		Witness	
b54cfc99-bd1a-4b64-9445-b677b65874b7	HCM 469	William Hamelyn	PERSON		Witness		Witness	
f1eb84e3-e4f3-4ba3-bc8b-fb940675a4e6	HCM 469	Nicholas Iweyn	PERSON		Witness		Witness	
ae7f68c2-996a-4266-8394-1bd870ffa794	HCM 469	Richard de Brochwardyn	PERSON		Witness		Witness	
